Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Span,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework,Duration,total_duration,num_activities,unique_resources,concurrent_cases,time_proximity
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-01-22 13:20:00,2012-01-22 14:40:00,001:20,557,Cable Head,ID4163,D,20,0,0,,80.0,36538.0,175,9,17,43024.07707553403
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-22 15:53:00,2012-01-22 19:53:00,004:00,557,Cable Head,ID4167,D,22,0,0,,240.0,36538.0,175,9,19,42922.965874064284
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-22 15:56:00,2012-01-22 19:57:00,004:01,557,Cable Head,ID4167,D,22,0,0,,241.0,36538.0,175,9,19,42921.172611184506
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-22 20:09:00,2012-01-23 06:20:00,010:11,557,Cable Head,ID4529,D,80,0,0,,611.0,36538.0,175,9,17,42770.689343901366
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-22 20:10:00,2012-01-23 06:22:00,010:12,557,Cable Head,ID4529,D,33,0,0,,612.0,36538.0,175,9,17,42770.09687362395
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-23 06:57:00,2012-01-23 16:06:00,009:09,557,Cable Head,ID4932,D,32,0,0,,549.0,36538.0,175,9,36,42389.05482166447
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-23 10:06:00,2012-01-23 11:22:00,001:16,557,Cable Head,ID4882,D,70,0,0,,76.0,36538.0,175,9,14,42279.18097754293
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-01-23 13:20:00,2012-01-23 15:30:00,002:10,557,Cable Head,ID4163,D,0,0,0,,130.0,36538.0,175,9,18,42176.386038317556
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-23 16:09:00,2012-01-23 20:13:00,004:04,557,Cable Head,ID4167,D,15,0,0,,244.0,36538.0,175,9,21,42097.89513108614
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-23 20:18:00,2012-01-24 06:28:00,010:10,557,Cable Head,ID4529,D,27,0,0,,610.0,36538.0,175,9,16,41928.88595332453
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-24 00:00:00,2012-01-24 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,,75.0,36538.0,175,9,11,41858.957231040564
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-24 00:00:00,2012-01-24 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,,75.0,36538.0,175,9,11,41858.957231040564
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-24 00:00:00,2012-01-24 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,,75.0,36538.0,175,9,11,41858.957231040564
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-01-24 07:00:00,2012-01-24 08:40:00,001:40,557,Cable Head,ID4163,D,17,0,0,,100.0,36538.0,175,9,19,41623.381393298056
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-24 07:00:00,2012-01-24 10:51:00,003:51,557,Cable Head,ID4932,D,10,0,0,,231.0,36538.0,175,9,27,41614.2093894644
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-01-24 09:00:00,2012-01-24 12:50:00,003:50,557,Cable Head,ID4163,D,0,0,0,,230.0,36538.0,175,9,28,41520.30792951542
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-24 10:51:00,2012-01-24 10:52:00,000:01,557,Cable Head,ID4932,B,0,0,0,,1.0,36538.0,175,9,15,41440.97908410392
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-01-24 13:20:00,2012-01-24 15:00:00,001:40,557,Cable Head,ID4163,D,21,0,0,,100.0,36538.0,175,9,21,41359.62351387054
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-24 14:25:00,2012-01-24 15:58:00,001:33,557,Cable Head,ID4932,D,4,0,0,,93.0,36538.0,175,9,23,41324.32606781154
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-24 14:48:00,2012-01-24 20:48:00,006:00,557,Cable Head,ID4167,D,20,0,0,,360.0,36538.0,175,9,27,41311.863936591806
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-01-24 15:00:00,2012-01-24 15:20:00,000:20,557,Cable Head,ID4163,D,59,0,0,,20.0,36538.0,175,9,16,41305.37560546015
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-24 23:54:00,2012-01-25 06:27:00,006:33,557,Cable Head,ID4529,D,28,0,0,,393.0,36538.0,175,9,9,41036.559251101324
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-25 07:03:00,2012-01-25 16:05:00,009:02,557,Cable Head,ID4932,D,34,0,0,,542.0,36538.0,175,9,46,40790.27498899164
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-25 14:49:00,2012-01-25 14:50:00,000:01,557,Cable Head,ID0998,D,45,0,0,,1.0,36538.0,175,9,13,40556.50099097115
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-25 15:21:00,2012-01-25 15:47:00,000:26,557,Cable Head,ID4882,D,45,0,0,,26.0,36538.0,175,9,13,40531.17239101717
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-25 16:00:00,2012-01-25 20:22:00,004:22,557,Cable Head,ID4167,D,16,0,0,,262.0,36538.0,175,9,15,40520.10878661088
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-25 20:24:00,2012-01-26 06:43:00,010:19,557,Cable Head,ID4529,D,38,0,0,,619.0,36538.0,175,9,8,40376.55526199912
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-26 06:44:00,2012-01-26 16:01:00,009:17,557,Cable Head,ID4932,D,34,0,0,,557.0,36538.0,175,9,42,40070.62122880423
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-01-26 10:00:00,2012-01-26 12:50:00,002:50,557,Cable Head,ID4163,D,0,0,0,,170.0,36538.0,175,9,25,39972.28055494384
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-01-26 13:20:00,2012-01-26 14:00:00,000:40,557,Cable Head,ID4163,D,0,0,0,,40.0,36538.0,175,9,16,39873.3908830654
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-26 15:38:00,2012-01-26 16:38:00,001:00,557,Cable Head,ID4167,D,3,0,0,,60.0,36538.0,175,9,17,39805.6359832636
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-26 16:37:00,2012-01-26 16:38:00,000:01,557,Cable Head,ID4167,D,0,0,0,,1.0,36538.0,175,9,8,39776.792776921386
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-26 16:39:00,2012-01-26 23:44:00,007:05,557,Cable Head,ID4167,D,28,0,0,,425.0,36538.0,175,9,12,39767.073756054604
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-27 01:44:00,2012-01-27 01:45:00,000:01,557,Cable Head,ID4529,D,0,0,0,,1.0,36538.0,175,9,4,39502.67283135183
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-27 01:45:00,2012-01-27 06:21:00,004:36,557,Cable Head,ID4529,D,20,0,0,,276.0,36538.0,175,9,4,39510.888130367755
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-01-27 09:00:00,2012-01-27 12:44:00,003:44,557,Cable Head,ID4163,D,182,0,0,,224.0,36538.0,175,9,19,39301.400572561106
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-29 10:43:00,2012-01-29 12:54:00,002:11,557,Cable Head,ID4882,D,182,0,0,,131.0,36538.0,175,9,17,37890.52289740203
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-01-29 13:20:00,2012-01-29 16:52:00,003:32,557,Cable Head,ID4163,D,85,0,0,,212.0,36538.0,175,9,26,37827.72869412023
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-30 07:33:00,2012-01-30 08:35:00,001:02,557,Cable Head,ID4167,D,8,0,0,,62.0,36538.0,175,9,16,37338.09092910612
Case 18,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-01-30 07:37:00,2012-01-30 23:38:00,016:01,557,Cable Head,ID4167,D,63,0,0,,961.0,36538.0,175,9,57,37336.376265962135
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-30 08:28:00,2012-01-30 09:34:00,001:06,557,Cable Head,ID0998,D,58,0,0,,66.0,36538.0,175,9,18,37314.5843240863
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-30 16:57:00,2012-01-30 16:58:00,000:01,557,Cable Head,ID0998,D,64,0,0,,1.0,36538.0,175,9,13,37109.404316229906
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-01-31 07:00:00,2012-01-31 07:14:00,000:14,557,Cable Head,ID4163,D,2,0,76,,14.0,36538.0,175,9,8,36789.962097840464
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-02-01 07:00:00,2012-02-01 07:30:00,000:30,557,Cable Head,ID4163,D,0,2,0,,30.0,36538.0,175,9,11,36245.047398589064
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-02-01 07:30:00,2012-02-01 09:19:00,000:20,557,Cable Head,ID4163,D,0,1,0,,109.0,36538.0,175,9,16,36201.736784140965
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-01 07:30:00,2012-02-01 07:50:00,1899/12/31 01:49:00,557,Cable Head,ID4163,D,0,0,0,,20.0,36538.0,175,9,10,36193.777141598766
Case 18,Turning & Milling Q.C.,Quality Check 1,2012-02-13 10:30:00,2012-02-13 12:50:00,002:20,557,Cable Head,ID4163,D,0,0,0,,140.0,36538.0,175,9,18,31871.997797841886
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-02-15 16:43:00,2012-02-15 17:26:00,000:43,557,Cable Head,ID0998,D,10,0,0,,43.0,36538.0,175,9,8,31580.084324086307
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-16 07:59:00,2012-02-16 13:39:00,005:40,557,Cable Head,ID4355,D,16,0,0,,340.0,36538.0,175,9,44,31545.28870292887
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-02-16 13:38:00,2012-02-16 13:39:00,000:01,557,Cable Head,ID0998,D,6,0,0,,1.0,36538.0,175,9,18,31535.722748293327
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-02-19 08:21:00,2012-02-19 14:28:00,006:07,557,Cable Head,ID0998,D,0,0,0,,367.0,36538.0,175,9,38,31535.511448701014
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-02-22 09:29:00,2012-02-22 16:59:00,007:30,557,Cable Head,ID0998,D,78,0,0,,450.0,36538.0,175,9,41,31836.879128137385
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-23 00:27:00,2012-02-23 06:46:00,006:19,557,Cable Head,ID4445,D,20,0,0,,379.0,36538.0,175,9,20,31955.20849845883
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-23 06:56:00,2012-02-23 06:57:00,024:01,557,Cable Head,ID0420,D,27,0,0,,1.0,36538.0,175,9,7,32018.539528738165
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-02-23 07:38:00,2012-02-23 12:45:00,005:07,557,Cable Head,ID4882,D,0,0,0,,307.0,36538.0,175,9,32,32017.789520035225
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-02-23 09:09:00,2012-02-23 12:26:00,003:17,557,Cable Head,ID0998,D,93,0,0,,197.0,36538.0,175,9,25,32038.701827791236
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-24 00:33:00,2012-02-24 06:35:00,006:02,557,Cable Head,ID4445,D,16,0,0,,362.0,36538.0,175,9,10,32190.949570579167
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-24 06:59:00,2012-02-24 11:52:00,004:53,557,Cable Head,ID0420,D,18,0,0,,293.0,36538.0,175,9,13,32258.012772517064
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-25 22:05:00,2012-02-26 06:37:00,008:32,557,Cable Head,ID4528,D,24,0,0,,512.0,36538.0,175,9,15,32681.195551640605
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-26 09:28:00,2012-02-26 15:54:00,006:26,557,Cable Head,ID4355,D,19,0,0,,386.0,36538.0,175,9,33,32801.830030823425
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-26 12:00:00,2012-02-26 12:50:00,000:50,557,Cable Head,ID4163,D,0,0,0,,50.0,36538.0,175,9,9,32831.1871422281
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-26 13:20:00,2012-02-26 18:02:00,004:42,557,Cable Head,ID4163,D,0,0,0,,282.0,36538.0,175,9,30,32846.85512989872
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-26 20:25:00,2012-02-27 03:34:00,007:09,557,Cable Head,ID0420,D,23,0,0,,429.0,36538.0,175,9,29,32933.20849845883
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-27 03:40:00,2012-02-27 06:46:00,003:06,557,Cable Head,ID4385,D,9,0,0,,186.0,36538.0,175,9,9,33025.773227653015
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-27 06:50:00,2012-02-27 13:34:00,006:44,557,Cable Head,ID4355,D,15,0,0,,404.0,36538.0,175,9,32,33074.373926447915
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-27 07:00:00,2012-02-27 08:40:00,001:40,557,Cable Head,ID4163,D,0,0,0,,100.0,36538.0,175,9,12,33076.56199075093
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-27 10:00:00,2012-02-27 16:12:00,006:12,557,Cable Head,ID4163,D,0,0,0,,372.0,36538.0,175,9,32,33109.44605900484
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-27 13:35:00,2012-02-27 14:16:00,000:41,557,Cable Head,ID4355,D,0,0,0,,41.0,36538.0,175,9,13,33158.64707177455
Case 18,Packing,Packing,2012-02-28 00:00:00,2012-02-28 01:00:00,000:00,557,Cable Head,ID4820,D,2,0,0,,60.0,36538.0,175,9,15,33372.70240458857
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-28 07:00:00,2012-02-28 08:40:00,001:40,557,Cable Head,ID4163,D,2,0,0,,100.0,36538.0,175,9,12,33424.00682819383
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-28 09:00:00,2012-02-28 11:50:00,002:50,557,Cable Head,ID4163,D,0,0,0,,170.0,36538.0,175,9,20,33453.9718061674
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-02-28 12:28:00,2012-02-28 14:08:00,001:40,557,Cable Head,ID4882,D,0,0,0,,100.0,36538.0,175,9,18,33492.14839277851
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-28 13:20:00,2012-02-28 18:02:00,004:42,557,Cable Head,ID4163,D,0,0,0,,282.0,36538.0,175,9,40,33512.86500770755
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-28 13:48:00,2012-02-28 16:39:00,002:51,557,Cable Head,ID4355,S,1,0,0,,171.0,36538.0,175,9,31,33512.70981946279
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-02-28 14:11:00,2012-02-28 15:26:00,000:00,557,Cable Head,ID0998,D,66,0,0,,75.0,36538.0,175,9,15,33518.661162483484
Case 18,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-28 16:40:00,2012-02-28 17:55:00,000:00,557,Cable Head,ID4355,D,0,0,0,,75.0,36538.0,175,9,18,33557.75913694408
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-28 16:41:00,2012-02-28 18:51:00,002:10,557,Cable Head,ID4355,D,2,0,0,,130.0,36538.0,175,9,19,33558.026640246586
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-28 20:20:00,2012-02-29 01:05:00,004:45,557,Cable Head,ID0420,D,12,0,0,,285.0,36538.0,175,9,25,33616.95332452664
Case 18,Packing,Packing,2012-02-29 00:00:00,2012-02-29 01:00:00,000:00,557,Cable Head,ID4820,D,75,0,0,,60.0,36538.0,175,9,23,33788.279655400926
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-02-29 00:00:00,2012-02-29 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,,75.0,36538.0,175,9,24,33788.279655400926
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-29 01:28:00,2012-02-29 06:33:00,005:05,557,Cable Head,ID4385,D,10,0,0,,305.0,36538.0,175,9,10,33701.24966974901
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-29 07:00:00,2012-02-29 08:30:00,001:30,557,Cable Head,ID4163,D,0,0,0,,90.0,36538.0,175,9,16,33809.4718061674
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-29 09:14:00,2012-02-29 15:53:00,006:39,557,Cable Head,ID4355,D,17,0,0,,399.0,36538.0,175,9,36,33840.452543492625
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-29 10:00:00,2012-02-29 11:30:00,001:30,557,Cable Head,ID4163,D,75,0,0,,90.0,36538.0,175,9,16,33846.446939674155
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-29 13:20:00,2012-02-29 14:20:00,001:00,557,Cable Head,ID4163,D,0,6,0,,60.0,36538.0,175,9,14,33912.80158555384
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-29 14:20:00,2012-02-29 15:00:00,000:40,557,Cable Head,ID4163,D,0,5,0,,40.0,36538.0,175,9,12,33923.213562307355
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-29 15:00:00,2012-02-29 15:45:00,000:45,557,Cable Head,ID4163,D,0,4,0,,45.0,36538.0,175,9,15,33942.654921823385
Case 18,Final Inspection Q.C.,Quality Check 1,2012-02-29 15:45:00,2012-02-29 16:12:00,000:27,557,Cable Head,ID4163,D,0,1,0,,27.0,36538.0,175,9,13,33948.718405988555
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-02-29 16:04:00,2012-02-29 18:14:00,002:10,557,Cable Head,ID0998,D,24,0,0,,130.0,36538.0,175,9,11,33961.93261396168
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-29 20:37:00,2012-03-01 04:07:00,007:30,557,Cable Head,ID4385,D,10,0,0,,450.0,36538.0,175,9,23,34038.10105680317
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-01 00:00:00,2012-03-01 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,,75.0,36538.0,175,9,12,34123.86076228244
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-01 00:00:00,2012-03-01 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,,75.0,36538.0,175,9,12,34123.86076228244
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-01 04:20:00,2012-03-01 06:46:00,002:26,557,Cable Head,ID0420,D,7,0,0,,146.0,36538.0,175,9,5,34183.52928225451
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-01 07:02:00,2012-03-01 15:57:00,008:55,557,Cable Head,ID4355,D,21,0,0,,535.0,36538.0,175,9,27,34235.006605019815
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-01 09:24:00,2012-03-01 16:46:00,007:22,557,Cable Head,ID0998,D,45,0,0,,442.0,36538.0,175,9,26,34280.8071334214
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-01 13:20:00,2012-03-01 14:25:00,001:05,557,Cable Head,ID4163,D,47,0,0,,65.0,36538.0,175,9,12,34357.6142668428
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-01 20:51:00,2012-03-02 06:33:00,009:42,557,Cable Head,ID4385,D,16,0,0,,582.0,36538.0,175,9,14,34506.34896521356
Case 18,Packing,Packing,2012-03-02 00:00:00,2012-03-02 01:00:00,000:00,557,Cable Head,ID4820,D,47,0,0,,60.0,36538.0,175,9,9,34592.15554086803
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-02 00:00:00,2012-03-02 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,,75.0,36538.0,175,9,9,34592.15554086803
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-02 11:15:00,2012-03-02 12:30:00,000:00,557,Cable Head,ID0998,D,45,0,0,,75.0,36538.0,175,9,7,34796.662483487446
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-03 22:12:00,2012-03-04 06:46:00,008:34,557,Cable Head,ID4445,D,22,0,0,,514.0,36538.0,175,9,10,35518.449680687074
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-04 07:00:00,2012-03-04 07:30:00,000:30,557,Cable Head,ID4163,D,0,8,0,,30.0,36538.0,175,9,5,35700.6188064303
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-04 08:23:00,2012-03-04 11:34:00,003:11,557,Cable Head,ID0998,D,30,0,0,,191.0,36538.0,175,9,15,35721.63518273888
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-04 10:28:00,2012-03-04 17:48:00,007:20,557,Cable Head,ID0420,D,20,0,0,,440.0,36538.0,175,9,27,35765.41303390577
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-04 14:20:00,2012-03-04 18:00:00,003:40,557,Cable Head,ID4163,D,0,0,0,,220.0,36538.0,175,9,19,35847.69528841919
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-04 16:56:00,2012-03-04 17:43:00,000:47,557,Cable Head,ID4528,D,0,0,0,,47.0,36538.0,175,9,8,35903.536327608985
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-04 17:43:00,2012-03-04 17:44:00,000:01,557,Cable Head,ID0998,D,0,0,0,,1.0,36538.0,175,9,7,35920.45508586526
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-04 20:09:00,2012-03-05 06:49:00,010:40,557,Cable Head,ID4355,D,29,0,0,,640.0,36538.0,175,9,19,35981.10922704251
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-05 00:00:00,2012-03-05 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,,75.0,36538.0,175,9,15,36104.82980599647
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-05 00:00:00,2012-03-05 01:15:00,000:00,557,Cable Head,ID4882,D,0,0,0,,75.0,36538.0,175,9,15,36104.82980599647
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-05 07:00:00,2012-03-05 08:40:00,001:40,557,Cable Head,ID4163,D,0,0,0,,100.0,36538.0,175,9,19,36219.95903985906
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-05 07:01:00,2012-03-05 17:12:00,010:11,557,Cable Head,ID4528,D,0,0,0,,611.0,36538.0,175,9,38,36220.21294868972
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-05 07:17:00,2012-03-05 15:53:00,008:36,557,Cable Head,ID0420,D,20,0,0,,516.0,36538.0,175,9,34,36218.32122413034
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-05 08:11:00,2012-03-05 11:39:00,003:28,557,Cable Head,ID0998,D,0,0,0,,208.0,36538.0,175,9,21,36238.5510788199
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-05 09:00:00,2012-03-05 12:50:00,003:50,557,Cable Head,ID4163,D,0,0,0,,230.0,36538.0,175,9,22,36257.00528401585
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-05 13:22:00,2012-03-05 14:47:00,001:25,557,Cable Head,ID4882,D,65,0,0,,85.0,36538.0,175,9,17,36356.41083223249
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-05 14:50:00,2012-03-05 18:02:00,003:12,557,Cable Head,ID4163,D,0,0,0,,192.0,36538.0,175,9,18,36390.07353588728
Case 18,Lapping - Machine 1,Machine 1 - Lapping,2012-03-05 15:57:00,2012-03-05 17:12:00,000:00,557,Cable Head,ID4882,D,2,0,0,,75.0,36538.0,175,9,12,36423.686192468616
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-05 20:10:00,2012-03-05 22:53:00,002:43,557,Cable Head,ID4355,D,8,0,0,,163.0,36538.0,175,9,9,36513.29898723029
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-05 22:54:00,2012-03-06 04:23:00,005:29,557,Cable Head,ID4445,D,16,0,0,,329.0,36538.0,175,9,21,36577.035667107
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-06 04:24:00,2012-03-06 06:19:00,001:55,557,Cable Head,ID4355,S,1,0,0,,115.0,36538.0,175,9,5,36707.30118890356
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-06 06:20:00,2012-03-06 06:43:00,000:23,557,Cable Head,ID4355,D,1,0,0,,23.0,36538.0,175,9,4,36753.348745046234
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-06 15:50:00,2012-03-06 17:42:00,001:52,557,Cable Head,ID4385,D,4,0,0,,112.0,36538.0,175,9,14,37002.486343612334
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-06 20:10:00,2012-03-07 06:48:00,010:38,557,Cable Head,ID4355,D,27,0,0,,638.0,36538.0,175,9,23,37094.896521356226
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-07 06:58:00,2012-03-07 17:36:00,010:38,557,Cable Head,ID0420,D,26,0,0,,638.0,36538.0,175,9,37,37370.80757375606
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-07 20:10:00,2012-03-07 23:07:00,002:57,557,Cable Head,ID4355,D,7,0,0,,177.0,36538.0,175,9,9,37718.83883751651
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-07 23:08:00,2012-03-07 23:25:00,000:17,557,Cable Head,ID4355,D,2,0,0,,17.0,36538.0,175,9,6,37798.599295464555
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-12 17:30:00,2012-03-12 18:58:00,001:28,557,Cable Head,ID4528,D,0,0,0,,88.0,36538.0,175,9,8,41197.784236019375
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-18 13:20:00,2012-03-18 16:10:00,002:50,557,Cable Head,ID4163,D,0,0,0,,170.0,36538.0,175,9,18,46468.081479850254
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-03-18 16:02:00,2012-03-18 16:16:00,000:14,557,Cable Head,ID4528,D,0,0,0,,14.0,36538.0,175,9,10,46568.4368119771
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-19 07:00:00,2012-03-19 08:00:00,001:00,557,Cable Head,ID4163,D,89,0,0,,60.0,36538.0,175,9,13,47208.71806167401
Case 18,Packing,Packing,2012-03-20 00:00:00,2012-03-20 01:00:00,000:00,557,Cable Head,ID4820,D,89,0,0,,60.0,36538.0,175,9,11,47983.56868798236
Case 18,Final Inspection Q.C.,Quality Check 1,2012-03-20 10:15:00,2012-03-20 12:50:00,002:35,557,Cable Head,ID4163,D,20,0,0,,155.0,36538.0,175,9,25,48362.94164280996
