Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Work Order Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework,Completion Time (minutes),case:concept:name,concept:name,time:timestamp
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-13 16:19:00+00:00,2012-02-13 17:58:00+00:00,200,Piston,ID4132,S,1,0,0,0,99.0,Case 192,Turning & Milling - Machine 9,2012-02-13 16:19:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-13 18:01:00+00:00,2012-02-13 23:23:00+00:00,200,Piston,ID4132,D,6,0,0,0,322.0,Case 192,Turning & Milling - Machine 9,2012-02-13 18:01:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-13 23:46:00+00:00,2012-02-14 06:46:00+00:00,200,Piston,ID4932,D,6,0,0,0,420.0,Case 192,Turning & Milling - Machine 9,2012-02-13 23:46:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-14 07:02:00+00:00,2012-02-14 13:31:00+00:00,200,Piston,ID3846,D,6,0,0,0,389.0,Case 192,Turning & Milling - Machine 9,2012-02-14 07:02:00+00:00
Case 192,Turning & Milling Q.C.,Quality Check 1,2012-02-14 10:44:00+00:00,2012-02-14 13:35:00+00:00,200,Piston,ID4287,D,20,0,0,0,171.0,Case 192,Turning & Milling Q.C.,2012-02-14 10:44:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-14 13:32:00+00:00,2012-02-14 14:47:00+00:00,200,Piston,ID3846,D,1,0,0,0,75.0,Case 192,Turning & Milling - Machine 9,2012-02-14 13:32:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-14 13:33:00+00:00,2012-02-14 17:21:00+00:00,200,Piston,ID3846,D,4,0,0,0,228.0,Case 192,Turning & Milling - Machine 9,2012-02-14 13:33:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-14 18:01:00+00:00,2012-02-14 19:58:00+00:00,200,Piston,ID4132,D,2,0,0,0,117.0,Case 192,Turning & Milling - Machine 9,2012-02-14 18:01:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-14 19:59:00+00:00,2012-02-15 06:40:00+00:00,200,Piston,ID4932,D,12,0,0,0,641.0,Case 192,Turning & Milling - Machine 9,2012-02-14 19:59:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-15 06:54:00+00:00,2012-02-15 15:09:00+00:00,200,Piston,ID3846,D,8,0,0,0,495.0,Case 192,Turning & Milling - Machine 9,2012-02-15 06:54:00+00:00
Case 192,Turning & Milling Q.C.,Quality Check 1,2012-02-15 14:58:00+00:00,2012-02-15 16:00:00+00:00,200,Piston,ID4287,D,20,0,0,0,62.0,Case 192,Turning & Milling Q.C.,2012-02-15 14:58:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-15 16:16:00+00:00,2012-02-15 23:29:00+00:00,200,Piston,ID4132,D,8,0,0,0,433.0,Case 192,Turning & Milling - Machine 9,2012-02-15 16:16:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-15 23:33:00+00:00,2012-02-16 06:44:00+00:00,200,Piston,ID4932,D,7,0,0,0,431.0,Case 192,Turning & Milling - Machine 9,2012-02-15 23:33:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-16 07:10:00+00:00,2012-02-16 09:05:00+00:00,200,Piston,ID3846,B,0,0,0,0,115.0,Case 192,Turning & Milling - Machine 9,2012-02-16 07:10:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-16 09:06:00+00:00,2012-02-16 11:46:00+00:00,200,Piston,ID3846,D,2,0,0,0,160.0,Case 192,Turning & Milling - Machine 9,2012-02-16 09:06:00+00:00
Case 192,Turning & Milling Q.C.,Quality Check 1,2012-02-16 10:30:00+00:00,2012-02-16 12:50:00+00:00,200,Piston,ID4287,D,23,0,0,0,140.0,Case 192,Turning & Milling Q.C.,2012-02-16 10:30:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-16 10:31:00+00:00,2012-02-16 11:46:00+00:00,200,Piston,ID4287,D,0,0,0,0,75.0,Case 192,Turning & Milling - Machine 9,2012-02-16 10:31:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-16 12:00:00+00:00,2012-02-16 17:54:00+00:00,200,Piston,ID4162,S,0,0,0,0,354.0,Case 192,Milling - Machine 14,2012-02-16 12:00:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-17 06:36:00+00:00,2012-02-17 12:36:00+00:00,200,Piston,ID4162,D,0,0,0,0,360.0,Case 192,Milling - Machine 14,2012-02-17 06:36:00+00:00
Case 192,Final Inspection Q.C.,Quality Check 1,2012-02-17 09:30:00+00:00,2012-02-17 10:30:00+00:00,200,Piston,ID4287,D,0,0,0,0,60.0,Case 192,Final Inspection Q.C.,2012-02-17 09:30:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-19 07:45:00+00:00,2012-02-19 18:46:00+00:00,200,Piston,ID4162,D,0,0,0,0,661.0,Case 192,Turning & Milling - Machine 9,2012-02-19 07:45:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-19 18:48:00+00:00,2012-02-19 21:00:00+00:00,200,Piston,ID4162,D,3,0,0,0,132.0,Case 192,Milling - Machine 14,2012-02-19 18:48:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-20 14:32:00+00:00,2012-02-20 16:06:00+00:00,200,Piston,ID4162,D,2,0,0,0,94.0,Case 192,Milling - Machine 14,2012-02-20 14:32:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-20 22:07:00+00:00,2012-02-21 06:29:00+00:00,200,Piston,ID4873,D,7,0,0,0,502.0,Case 192,Milling - Machine 14,2012-02-20 22:07:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-21 08:10:00+00:00,2012-02-21 11:40:00+00:00,200,Piston,ID4162,D,3,0,0,0,210.0,Case 192,Milling - Machine 14,2012-02-21 08:10:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-21 13:30:00+00:00,2012-02-21 16:00:00+00:00,200,Piston,ID4162,D,4,0,0,0,150.0,Case 192,Milling - Machine 14,2012-02-21 13:30:00+00:00
Case 192,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-21 17:15:00+00:00,2012-02-21 18:30:00+00:00,200,Piston,ID4140,D,0,0,0,0,75.0,Case 192,Turning & Milling - Machine 9,2012-02-21 17:15:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-21 17:16:00+00:00,2012-02-21 19:50:00+00:00,200,Piston,ID4140,D,3,0,0,0,154.0,Case 192,Milling - Machine 14,2012-02-21 17:16:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-21 19:52:00+00:00,2012-02-21 21:00:00+00:00,200,Piston,ID4140,D,3,0,0,0,68.0,Case 192,Milling - Machine 14,2012-02-21 19:52:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-21 20:02:00+00:00,2012-02-22 06:06:00+00:00,200,Piston,ID4873,D,7,0,0,0,604.0,Case 192,Milling - Machine 14,2012-02-21 20:02:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-22 06:45:00+00:00,2012-02-22 08:10:00+00:00,200,Piston,ID4162,D,2,0,0,0,85.0,Case 192,Milling - Machine 14,2012-02-22 06:45:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-22 10:10:00+00:00,2012-02-22 16:00:00+00:00,200,Piston,ID4162,D,9,0,0,0,350.0,Case 192,Milling - Machine 14,2012-02-22 10:10:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-22 20:06:00+00:00,2012-02-23 06:31:00+00:00,200,Piston,ID4873,D,6,0,0,0,625.0,Case 192,Milling - Machine 14,2012-02-22 20:06:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-23 06:45:00+00:00,2012-02-23 10:00:00+00:00,200,Piston,ID4162,D,5,0,0,0,195.0,Case 192,Milling - Machine 14,2012-02-23 06:45:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-23 11:00:00+00:00,2012-02-23 12:00:00+00:00,200,Piston,ID4162,D,1,0,0,0,60.0,Case 192,Milling - Machine 14,2012-02-23 11:00:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-23 14:30:00+00:00,2012-02-23 16:00:00+00:00,200,Piston,ID4162,D,3,0,0,0,90.0,Case 192,Milling - Machine 14,2012-02-23 14:30:00+00:00
Case 192,Milling - Machine 14,Machine 14 - Milling,2012-02-23 20:06:00+00:00,2012-02-24 06:30:00+00:00,200,Piston,ID4873,D,6,0,0,0,624.0,Case 192,Milling - Machine 14,2012-02-23 20:06:00+00:00
Case 192,Packing,Packing,2012-02-26 00:00:00+00:00,2012-02-26 01:00:00+00:00,200,Piston,ID4291,D,65,0,0,0,60.0,Case 192,Packing,2012-02-26 00:00:00+00:00
Case 192,Final Inspection Q.C.,Quality Check 1,2012-02-26 10:30:00+00:00,2012-02-26 14:04:00+00:00,200,Piston,ID4287,D,65,0,0,0,214.0,Case 192,Final Inspection Q.C.,2012-02-26 10:30:00+00:00
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-10 10:14:00+00:00,2012-01-10 10:54:00+00:00,40,Socket,ID4132,S,0,0,0,0,40.0,Case 194,Turning & Milling - Machine 10,2012-01-10 10:14:00+00:00
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-11 07:16:00+00:00,2012-01-11 16:28:00+00:00,40,Socket,ID4132,S,0,0,0,0,552.0,Case 194,Turning & Milling - Machine 10,2012-01-11 07:16:00+00:00
Case 194,Turning & Milling Q.C.,Quality Check 1,2012-01-11 16:20:00+00:00,2012-01-11 17:52:00+00:00,40,Socket,ID4287,S,0,0,0,0,92.0,Case 194,Turning & Milling Q.C.,2012-01-11 16:20:00+00:00
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-12 07:05:00+00:00,2012-01-12 17:42:00+00:00,40,Socket,ID4132,S,3,0,0,1,637.0,Case 194,Turning & Milling - Machine 10,2012-01-12 07:05:00+00:00
Case 194,Turning & Milling Q.C.,Quality Check 1,2012-01-12 12:42:00+00:00,2012-01-12 15:51:00+00:00,40,Socket,ID4287,D,0,0,0,0,189.0,Case 194,Turning & Milling Q.C.,2012-01-12 12:42:00+00:00
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-12 20:49:00+00:00,2012-01-13 06:28:00+00:00,40,Socket,ID4641,D,8,0,0,0,579.0,Case 194,Turning & Milling - Machine 10,2012-01-12 20:49:00+00:00
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-13 06:52:00+00:00,2012-01-13 12:48:00+00:00,40,Socket,ID3846,D,7,0,0,0,356.0,Case 194,Turning & Milling - Machine 10,2012-01-13 06:52:00+00:00
Case 194,Turning & Milling Q.C.,Quality Check 1,2012-01-13 11:00:00+00:00,2012-01-13 12:30:00+00:00,40,Socket,ID4287,D,37,0,0,0,90.0,Case 194,Turning & Milling Q.C.,2012-01-13 11:00:00+00:00
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-13 12:48:00+00:00,2012-01-14 09:00:00+00:00,40,Socket,ID4132,D,20,0,0,0,1212.0,Case 194,Turning & Milling - Machine 10,2012-01-13 12:48:00+00:00
Case 194,Stress Relief,Oven,2012-01-14 09:00:00+00:00,2012-01-14 13:00:00+00:00,40,Socket,ID4932,D,39,0,0,0,240.0,Case 194,Stress Relief,2012-01-14 09:00:00+00:00
Case 194,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-14 23:55:00+00:00,2012-01-15 03:17:00+00:00,40,Socket,ID4132,D,2,0,0,0,202.0,Case 194,Turning & Milling - Machine 10,2012-01-14 23:55:00+00:00
Case 194,Turning & Milling Q.C.,Quality Check 1,2012-01-15 09:00:00+00:00,2012-01-15 17:58:00+00:00,40,Socket,ID4287,D,0,0,0,1,538.0,Case 194,Turning & Milling Q.C.,2012-01-15 09:00:00+00:00
Case 194,Turning - Machine 9,Machine 9 - Turning & Milling,2012-01-15 09:18:00+00:00,2012-01-15 16:25:00+00:00,40,Socket,ID3846,S,2,0,0,1,427.0,Case 194,Turning - Machine 9,2012-01-15 09:18:00+00:00
Case 194,Turning - Machine 9,Machine 9 - Turning & Milling,2012-01-15 16:26:00+00:00,2012-01-15 17:52:00+00:00,40,Socket,ID3846,D,4,0,0,0,86.0,Case 194,Turning - Machine 9,2012-01-15 16:26:00+00:00
Case 194,Turning - Machine 9,Machine 9 - Turning & Milling,2012-01-16 07:03:00+00:00,2012-01-16 15:58:00+00:00,40,Socket,ID3846,D,27,0,0,0,535.0,Case 194,Turning - Machine 9,2012-01-16 07:03:00+00:00
Case 194,Turning & Milling Q.C.,Quality Check 1,2012-01-16 10:00:00+00:00,2012-01-16 10:30:00+00:00,40,Socket,ID4287,D,2,1,0,0,30.0,Case 194,Turning & Milling Q.C.,2012-01-16 10:00:00+00:00
Case 194,Turning - Machine 9,Machine 9 - Turning & Milling,2012-01-16 16:22:00+00:00,2012-01-16 17:48:00+00:00,40,Socket,ID4641,D,4,0,0,0,86.0,Case 194,Turning - Machine 9,2012-01-16 16:22:00+00:00
Case 194,Turning - Machine 9,Machine 9 - Turning & Milling,2012-01-16 17:49:00+00:00,2012-01-16 17:50:00+00:00,40,Socket,ID4641,D,2,0,0,0,1.0,Case 194,Turning - Machine 9,2012-01-16 17:49:00+00:00
Case 194,Turning Q.C.,Quality Check 1,2012-01-17 07:00:00+00:00,2012-01-17 08:40:00+00:00,40,Socket,ID4287,D,38,1,0,0,100.0,Case 194,Turning Q.C.,2012-01-17 07:00:00+00:00
Case 194,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-23 15:30:00+00:00,2012-01-23 15:56:00+00:00,40,Socket,ID0998,D,38,0,0,0,26.0,Case 194,Laser Marking - Machine 7,2012-01-23 15:30:00+00:00
Case 194,Lapping - Machine 1,Machine 1 - Lapping,2012-01-24 00:00:00+00:00,2012-01-24 01:15:00+00:00,40,Socket,ID4882,D,0,0,0,0,75.0,Case 194,Lapping - Machine 1,2012-01-24 00:00:00+00:00
Case 194,Lapping - Machine 1,Machine 1 - Lapping,2012-01-24 08:14:00+00:00,2012-01-24 11:23:00+00:00,40,Socket,ID0998,D,38,0,0,0,189.0,Case 194,Lapping - Machine 1,2012-01-24 08:14:00+00:00
Case 194,Final Inspection Q.C.,Quality Check 1,2012-01-24 09:00:00+00:00,2012-01-24 12:50:00+00:00,40,Socket,ID4287,S,0,0,0,0,230.0,Case 194,Final Inspection Q.C.,2012-01-24 09:00:00+00:00
Case 194,Final Inspection Q.C.,Quality Check 1,2012-01-24 13:40:00+00:00,2012-01-24 18:02:00+00:00,40,Socket,ID4287,D,0,0,0,0,262.0,Case 194,Final Inspection Q.C.,2012-01-24 13:40:00+00:00
Case 194,Final Inspection Q.C.,Quality Check 1,2012-01-25 09:00:00+00:00,2012-01-25 16:01:00+00:00,40,Socket,ID4287,D,0,0,0,0,421.0,Case 194,Final Inspection Q.C.,2012-01-25 09:00:00+00:00
Case 194,Final Inspection Q.C.,Quality Check 1,2012-01-26 07:06:00+00:00,2012-01-26 10:07:00+00:00,40,Socket,ID4287,D,0,0,0,0,181.0,Case 194,Final Inspection Q.C.,2012-01-26 07:06:00+00:00
Case 194,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-01-26 16:22:00+00:00,2012-01-26 18:16:00+00:00,40,Socket,ID4872,D,0,0,0,0,114.0,Case 194,Grinding Rework - Machine 27,2012-01-26 16:22:00+00:00
Case 194,Final Inspection Q.C.,Quality Check 1,2012-01-27 09:00:00+00:00,2012-01-27 10:00:00+00:00,40,Socket,ID4287,D,0,0,0,0,60.0,Case 194,Final Inspection Q.C.,2012-01-27 09:00:00+00:00
Case 194,Final Inspection Q.C.,Quality Check 1,2012-02-03 07:00:00+00:00,2012-02-03 12:00:00+00:00,40,Socket,ID4287,D,38,0,0,0,300.0,Case 194,Final Inspection Q.C.,2012-02-03 07:00:00+00:00
Case 194,Packing,Packing,2012-02-06 00:00:00+00:00,2012-02-06 01:00:00+00:00,40,Socket,ID4820,D,5,0,0,0,60.0,Case 194,Packing,2012-02-06 00:00:00+00:00
Case 194,Packing,Packing,2012-02-06 00:00:00+00:00,2012-02-06 01:00:00+00:00,40,Socket,ID4820,D,0,0,0,0,60.0,Case 194,Packing,2012-02-06 00:00:00+00:00
Case 194,Packing,Packing,2012-02-07 00:00:00+00:00,2012-02-07 01:00:00+00:00,40,Socket,ID4820,D,0,0,0,0,60.0,Case 194,Packing,2012-02-07 00:00:00+00:00
Case 194,Packing,Packing,2012-02-07 00:00:00+00:00,2012-02-07 01:00:00+00:00,40,Socket,ID4820,D,33,0,0,0,60.0,Case 194,Packing,2012-02-07 00:00:00+00:00
Case 195,Turning & Milling Q.C.,Quality Check 1,2012-01-31 12:00:00+00:00,2012-01-31 15:05:00+00:00,80,Slip Ring Adapter,ID4287,D,80,0,0,0,185.0,Case 195,Turning & Milling Q.C.,2012-01-31 12:00:00+00:00
Case 195,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-02-05 00:00:00+00:00,2012-02-05 01:15:00+00:00,80,Slip Ring Adapter,ID4882,D,0,0,0,0,75.0,Case 195,Flat Grinding - Machine 11,2012-02-05 00:00:00+00:00
Case 195,Lapping - Machine 1,Machine 1 - Lapping,2012-02-05 09:41:00+00:00,2012-02-05 11:18:00+00:00,80,Slip Ring Adapter,ID0998,D,40,0,0,0,97.0,Case 195,Lapping - Machine 1,2012-02-05 09:41:00+00:00
Case 195,Lapping - Machine 1,Machine 1 - Lapping,2012-02-05 12:43:00+00:00,2012-02-05 16:38:00+00:00,80,Slip Ring Adapter,ID0998,D,40,0,0,0,235.0,Case 195,Lapping - Machine 1,2012-02-05 12:43:00+00:00
Case 195,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-02-05 13:18:00+00:00,2012-02-05 17:43:00+00:00,80,Slip Ring Adapter,ID4882,D,69,0,0,0,265.0,Case 195,Flat Grinding - Machine 11,2012-02-05 13:18:00+00:00
Case 195,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-02-06 07:54:00+00:00,2012-02-06 08:37:00+00:00,80,Slip Ring Adapter,ID4882,D,11,0,0,0,43.0,Case 195,Flat Grinding - Machine 11,2012-02-06 07:54:00+00:00
Case 195,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-09 22:31:00+00:00,2012-02-09 23:50:00+00:00,80,Slip Ring Adapter,ID4355,S,0,0,0,0,79.0,Case 195,Round Grinding - Machine 2,2012-02-09 22:31:00+00:00
Case 195,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-10 07:25:00+00:00,2012-02-10 09:52:00+00:00,80,Slip Ring Adapter,ID4385,S,0,0,0,0,147.0,Case 195,Round Grinding - Machine 2,2012-02-10 07:25:00+00:00
Case 195,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-10 09:53:00+00:00,2012-02-10 12:44:00+00:00,80,Slip Ring Adapter,ID4385,D,9,0,0,0,171.0,Case 195,Round Grinding - Machine 2,2012-02-10 09:53:00+00:00
Case 195,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-11 22:04:00+00:00,2012-02-12 06:53:00+00:00,80,Slip Ring Adapter,ID4528,D,36,0,0,0,529.0,Case 195,Round Grinding - Machine 2,2012-02-11 22:04:00+00:00
Case 195,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-12 07:58:00+00:00,2012-02-12 15:51:00+00:00,80,Slip Ring Adapter,ID4445,D,35,0,0,0,473.0,Case 195,Round Grinding - Machine 2,2012-02-12 07:58:00+00:00
Case 195,Round Grinding - Q.C.,Quality Check 1,2012-02-12 16:12:00+00:00,2012-02-12 17:40:00+00:00,80,Slip Ring Adapter,ID4287,D,80,0,0,0,88.0,Case 195,Round Grinding - Q.C.,2012-02-12 16:12:00+00:00
Case 195,Packing,Packing,2012-02-15 00:00:00+00:00,2012-02-15 01:00:00+00:00,80,Slip Ring Adapter,ID4820,D,80,0,0,0,60.0,Case 195,Packing,2012-02-15 00:00:00+00:00
Case 195,Final Inspection Q.C.,Quality Check 1,2012-02-15 13:20:00+00:00,2012-02-15 14:05:00+00:00,80,Slip Ring Adapter,ID4287,D,80,0,0,0,45.0,Case 195,Final Inspection Q.C.,2012-02-15 13:20:00+00:00
Case 196,Turning & Milling Q.C.,Quality Check 1,2012-01-17 13:20:00+00:00,2012-01-17 15:59:00+00:00,40,Cable Head,ID4163,D,0,0,0,0,159.0,Case 196,Turning & Milling Q.C.,2012-01-17 13:20:00+00:00
Case 196,Grinding Rework - Machine 27,Machine 27 - Grinding,2012-02-19 12:12:00+00:00,2012-02-19 14:09:00+00:00,40,Cable Head,ID4528,D,0,0,0,0,117.0,Case 196,Grinding Rework - Machine 27,2012-02-19 12:12:00+00:00
Case 196,Final Inspection Q.C.,Quality Check 1,2012-02-19 15:15:00+00:00,2012-02-19 16:01:00+00:00,40,Cable Head,ID4493,D,3,1,0,0,46.0,Case 196,Final Inspection Q.C.,2012-02-19 15:15:00+00:00
Case 196,Packing,Packing,2012-02-21 00:00:00+00:00,2012-02-21 01:00:00+00:00,40,Cable Head,ID4820,D,3,0,0,0,60.0,Case 196,Packing,2012-02-21 00:00:00+00:00
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-09 13:29:00+00:00,2012-01-09 17:24:00+00:00,100,Cable Head,ID4429,S,0,0,0,0,235.0,Case 198,Turning & Milling - Machine 5,2012-01-09 13:29:00+00:00
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-09 20:00:00+00:00,2012-01-09 23:00:00+00:00,100,Cable Head,ID4529,S,1,0,0,0,180.0,Case 198,Turning & Milling - Machine 5,2012-01-09 20:00:00+00:00
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-10 01:00:00+00:00,2012-01-10 06:30:00+00:00,100,Cable Head,ID4529,D,26,0,0,0,330.0,Case 198,Turning & Milling - Machine 5,2012-01-10 01:00:00+00:00
Case 198,Turning & Milling Q.C.,Quality Check 1,2012-01-10 07:00:00+00:00,2012-01-10 08:08:00+00:00,100,Cable Head,ID4287,D,0,1,0,0,68.0,Case 198,Turning & Milling Q.C.,2012-01-10 07:00:00+00:00
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-10 07:08:00+00:00,2012-01-10 07:09:00+00:00,100,Cable Head,ID4429,S,1,0,0,0,1.0,Case 198,Turning & Milling - Machine 5,2012-01-10 07:08:00+00:00
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-10 14:05:00+00:00,2012-01-10 15:57:00+00:00,100,Cable Head,ID4932,D,11,0,0,0,112.0,Case 198,Turning & Milling - Machine 5,2012-01-10 14:05:00+00:00
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-10 16:05:00+00:00,2012-01-10 17:04:00+00:00,100,Cable Head,ID4429,D,2,0,0,0,59.0,Case 198,Turning & Milling - Machine 5,2012-01-10 16:05:00+00:00
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-10 18:07:00+00:00,2012-01-10 23:35:00+00:00,100,Cable Head,ID4718,D,26,0,0,0,328.0,Case 198,Turning & Milling - Machine 5,2012-01-10 18:07:00+00:00
Case 198,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-11 06:56:00+00:00,2012-01-11 12:45:00+00:00,100,Cable Head,ID4932,D,33,0,0,0,349.0,Case 198,Turning & Milling - Machine 5,2012-01-11 06:56:00+00:00
Case 198,Turning & Milling Q.C.,Quality Check 1,2012-01-12 07:00:00+00:00,2012-01-12 07:44:00+00:00,100,Cable Head,ID4493,D,95,0,0,0,44.0,Case 198,Turning & Milling Q.C.,2012-01-12 07:00:00+00:00
Case 198,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-12 13:35:00+00:00,2012-01-12 14:35:00+00:00,100,Cable Head,ID4882,D,95,0,0,0,60.0,Case 198,Laser Marking - Machine 7,2012-01-12 13:35:00+00:00
Case 198,Turning Rework - Machine 21,Machine 21 - Turning,2012-01-26 09:00:00+00:00,2012-01-26 10:30:00+00:00,100,Cable Head,ID4442,D,4,0,0,0,90.0,Case 198,Turning Rework - Machine 21,2012-01-26 09:00:00+00:00
Case 198,Turning & Milling Q.C.,Quality Check 1,2012-01-27 10:11:00+00:00,2012-01-27 11:12:00+00:00,100,Cable Head,ID4493,D,4,0,0,0,61.0,Case 198,Turning & Milling Q.C.,2012-01-27 10:11:00+00:00
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-05 23:00:00+00:00,2012-03-06 03:00:00+00:00,100,Cable Head,ID4355,D,0,0,0,0,240.0,Case 198,Lapping - Machine 1,2012-03-05 23:00:00+00:00
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-06 12:07:00+00:00,2012-03-06 13:32:00+00:00,100,Cable Head,ID0998,D,25,0,0,0,85.0,Case 198,Lapping - Machine 1,2012-03-06 12:07:00+00:00
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-07 00:00:00+00:00,2012-03-07 01:15:00+00:00,100,Cable Head,ID4882,D,0,0,0,0,75.0,Case 198,Lapping - Machine 1,2012-03-07 00:00:00+00:00
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-07 16:25:00+00:00,2012-03-07 17:30:00+00:00,100,Cable Head,ID0998,D,50,0,0,0,65.0,Case 198,Lapping - Machine 1,2012-03-07 16:25:00+00:00
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-08 00:00:00+00:00,2012-03-08 01:15:00+00:00,100,Cable Head,ID4882,D,0,0,0,0,75.0,Case 198,Lapping - Machine 1,2012-03-08 00:00:00+00:00
Case 198,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-08 08:22:00+00:00,2012-03-08 09:37:00+00:00,100,Cable Head,ID0998,D,0,0,0,0,75.0,Case 198,Laser Marking - Machine 7,2012-03-08 08:22:00+00:00
Case 198,Lapping - Machine 1,Machine 1 - Lapping,2012-03-08 08:22:00+00:00,2012-03-08 08:22:00+00:00,100,Cable Head,ID0998,D,20,0,0,0,0.0,Case 198,Lapping - Machine 1,2012-03-08 08:22:00+00:00
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-08 15:13:00+00:00,2012-03-08 18:11:00+00:00,100,Cable Head,ID4385,S,0,0,0,0,178.0,Case 198,Round Grinding - Machine 2,2012-03-08 15:13:00+00:00
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-08 18:11:00+00:00,2012-03-08 20:17:00+00:00,100,Cable Head,ID4385,D,7,0,0,0,126.0,Case 198,Round Grinding - Machine 2,2012-03-08 18:11:00+00:00
Case 198,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-08 20:23:00+00:00,2012-03-08 23:41:00+00:00,100,Cable Head,ID4355,D,10,0,0,0,198.0,Case 198,Round Grinding - Machine 2,2012-03-08 20:23:00+00:00
