case:concept:name,concept:name,Resource,time:timestamp,Complete Timestamp,case:Work Order Qty,case:Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework,Event Start Hour,Event Start Day,Event Start Month,Event Start Day of Week,Time Gap Between Events,Cumulative Qty Completed,Cumulative Qty Rejected,Cumulative Qty for MRB,Has Rejections,Total Events Per Case,Unique Activities Count,Unique Resources Count,Event Completion Time (minutes),case:Total Duration,Case Remaining Time (minutes)
Case 123,Turning & Milling Q.C.,Quality Check 1,2012-03-16 08:31:00,2012-03-16 09:32:00,80,Cable Head,ID4493,D,0,4,0,0,8,16,3,4,79.0,99,4,0,1,19,3,3,61.0,3596.0,1710.0
Case 123,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-17 13:22:00,2012-03-18 11:30:00,80,Cable Head,ID4932,D,35,0,0,0,13,17,3,5,1731.0,134,4,0,0,19,3,3,1328.0,3596.0,1649.0
Case 123,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-18 00:56:00,2012-03-18 00:57:00,80,Cable Head,ID4641,D,0,0,0,0,0,18,3,6,694.0,134,4,0,0,19,3,3,1.0,3596.0,321.0
Case 123,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-18 00:57:00,2012-03-18 02:26:00,80,Cable Head,ID4641,D,12,0,0,0,0,18,3,6,1.0,146,4,0,0,19,3,3,89.0,3596.0,320.0
Case 123,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-18 06:55:00,2012-03-18 07:13:00,80,Cable Head,ID4932,D,0,0,0,0,6,18,3,6,358.0,146,4,0,0,19,3,3,18.0,3596.0,231.0
Case 123,Turning & Milling Q.C.,Quality Check 1,2012-03-18 07:00:00,2012-03-18 09:41:00,80,Cable Head,ID4493,D,76,0,0,0,7,18,3,6,5.0,222,4,0,0,19,3,3,161.0,3596.0,213.0
Case 123,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-18 09:19:00,2012-03-18 09:20:00,80,Cable Head,ID4932,D,10,0,0,0,9,18,3,6,139.0,232,4,0,0,19,3,3,1.0,3596.0,52.0
Case 123,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-18 09:20:00,2012-03-18 09:21:00,80,Cable Head,ID4932,D,4,0,0,0,9,18,3,6,1.0,236,4,0,0,19,3,3,1.0,3596.0,51.0
Case 123,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-18 15:03:00,2012-03-18 15:53:00,80,Cable Head,ID4718,D,76,0,0,0,15,18,3,6,343.0,312,4,0,0,19,3,3,50.0,3596.0,50.0
Case 124,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-20 06:59:00,2012-03-20 14:34:00,12,Ballnut,ID4932,S,1,0,0,0,6,20,3,1,0.0,1,0,0,0,10,6,5,455.0,1247.0,1247.0
Case 124,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-20 14:35:00,2012-03-20 15:58:00,12,Ballnut,ID4932,D,2,0,0,0,14,20,3,1,456.0,3,0,0,0,10,6,5,83.0,1247.0,792.0
Case 124,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-20 15:59:00,2012-03-20 17:54:00,12,Ballnut,ID4429,D,0,0,0,0,15,20,3,1,84.0,3,0,0,0,10,6,5,115.0,1247.0,709.0
Case 124,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-20 17:54:00,2012-03-20 22:36:00,12,Ballnut,ID4167,D,9,0,0,0,17,20,3,1,115.0,12,0,0,0,10,6,5,282.0,1247.0,594.0
Case 124,Turning & Milling Q.C.,Quality Check 1,2012-03-21 12:28:00,2012-03-21 14:07:00,12,Ballnut,ID4287,D,12,0,0,0,12,21,3,2,1114.0,24,0,0,0,10,6,5,99.0,1247.0,312.0
Case 124,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-21 16:01:00,2012-03-21 16:20:00,12,Ballnut,ID0998,D,12,0,0,0,16,21,3,2,213.0,36,0,0,0,10,6,5,19.0,1247.0,213.0
Case 124,Lapping - Machine 1,Machine 1 - Lapping,2012-03-22 07:32:00,2012-03-22 07:46:00,12,Ballnut,ID4718,D,12,0,0,0,7,22,3,3,931.0,48,0,0,0,10,6,5,14.0,1247.0,194.0
Case 124,Final Inspection Q.C.,Quality Check 1,2012-03-23 10:31:00,2012-03-23 12:16:00,12,Ballnut,ID4287,D,0,0,0,0,10,23,3,4,1619.0,48,0,0,0,10,6,5,105.0,1247.0,180.0
Case 124,Final Inspection Q.C.,Quality Check 1,2012-03-25 10:00:00,2012-03-25 10:15:00,12,Ballnut,ID4287,D,12,0,0,0,10,25,3,6,2849.0,60,0,0,0,10,6,5,15.0,1247.0,75.0
Case 124,Packing,Packing,2012-03-26 00:00:00,2012-03-26 01:00:00,12,Ballnut,ID4820,D,12,0,0,0,0,26,3,0,840.0,72,0,0,0,10,6,5,60.0,1247.0,60.0
Case 125,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-29 01:30:00,2012-03-29 06:42:00,48,Ballnut,ID4794,S,0,0,0,0,1,29,3,3,0.0,0,0,0,0,5,2,2,312.0,885.0,885.0
Case 125,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-29 07:26:00,2012-03-29 13:22:00,48,Ballnut,ID4167,S,1,0,0,0,7,29,3,3,356.0,1,0,0,0,5,2,2,356.0,885.0,573.0
Case 125,Turning & Milling Q.C.,Quality Check 1,2012-03-29 13:25:00,2012-03-29 16:03:00,48,Ballnut,ID4618,D,0,0,0,0,13,29,3,3,359.0,1,0,0,0,5,2,2,158.0,885.0,217.0
Case 125,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-29 15:43:00,2012-03-29 15:58:00,48,Ballnut,ID4167,D,6,0,0,0,15,29,3,3,138.0,7,0,0,0,5,2,2,15.0,885.0,59.0
Case 125,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-29 16:45:00,2012-03-29 17:29:00,48,Ballnut,ID4429,D,5,0,0,0,16,29,3,3,62.0,12,0,0,0,5,2,2,44.0,885.0,44.0
Case 126,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-21 00:00:00,2012-03-21 01:15:00,10,Housing,ID4429,S,0,0,0,0,0,21,3,2,0.0,0,0,0,0,15,7,6,75.0,1666.0,1666.0
Case 126,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-21 20:27:00,2012-03-22 06:51:00,10,Housing,ID4167,S,2,0,0,0,20,21,3,2,1227.0,2,0,0,0,15,7,6,624.0,1666.0,1591.0
Case 126,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-22 06:57:00,2012-03-22 07:57:00,10,Housing,ID4932,S,0,0,0,0,6,22,3,3,630.0,2,0,0,0,15,7,6,60.0,1666.0,967.0
Case 126,Turning & Milling Q.C.,Quality Check 1,2012-03-22 07:00:00,2012-03-22 08:00:00,10,Housing,ID4287,D,0,1,0,0,7,22,3,3,3.0,2,1,0,1,15,7,6,60.0,1666.0,907.0
Case 126,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-22 07:58:00,2012-03-22 11:14:00,10,Housing,ID4932,D,8,0,0,0,7,22,3,3,58.0,10,1,0,0,15,7,6,196.0,1666.0,847.0
Case 126,Turning & Milling Q.C.,Quality Check 1,2012-03-22 17:15:00,2012-03-22 17:53:00,10,Housing,ID4287,D,9,0,0,0,17,22,3,3,557.0,19,1,0,0,15,7,6,38.0,1666.0,651.0
Case 126,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-25 15:40:00,2012-03-25 15:41:00,10,Housing,ID0998,D,9,0,0,0,15,25,3,6,4225.0,28,1,0,0,15,7,6,1.0,1666.0,613.0
Case 126,Lapping - Machine 1,Machine 1 - Lapping,2012-03-26 00:00:00,2012-03-26 01:15:00,10,Housing,ID4882,D,0,0,0,0,0,26,3,0,500.0,28,1,0,0,15,7,6,75.0,1666.0,612.0
Case 126,Lapping - Machine 1,Machine 1 - Lapping,2012-03-26 08:18:00,2012-03-26 09:14:00,10,Housing,ID0998,D,0,0,0,0,8,26,3,0,498.0,28,1,0,0,15,7,6,56.0,1666.0,537.0
Case 126,Lapping - Machine 1,Machine 1 - Lapping,2012-03-26 09:05:00,2012-03-26 09:52:00,10,Housing,ID4882,D,9,0,0,0,9,26,3,0,47.0,37,1,0,0,15,7,6,47.0,1666.0,481.0
Case 126,Round Grinding - Machine 12,Machine 12 - Grinding,2012-03-26 23:00:00,2012-03-26 23:45:00,10,Housing,ID4528,S,0,0,0,0,23,26,3,0,835.0,37,1,0,0,15,7,6,45.0,1666.0,434.0
Case 126,Round Grinding - Machine 12,Machine 12 - Grinding,2012-03-27 06:56:00,2012-03-27 07:48:00,10,Housing,ID4872,S,0,0,0,0,6,27,3,1,476.0,37,1,0,0,15,7,6,52.0,1666.0,389.0
Case 126,Round Grinding - Machine 12,Machine 12 - Grinding,2012-03-27 07:48:00,2012-03-27 10:24:00,10,Housing,ID4872,D,9,0,0,0,7,27,3,1,52.0,46,1,0,0,15,7,6,156.0,1666.0,337.0
Case 126,Final Inspection Q.C.,Quality Check 1,2012-03-27 13:26:00,2012-03-27 15:27:00,10,Housing,ID4287,D,9,0,0,0,13,27,3,1,338.0,55,1,0,0,15,7,6,121.0,1666.0,181.0
Case 126,Packing,Packing,2012-03-28 00:00:00,2012-03-28 01:00:00,10,Housing,ID4820,D,9,0,0,0,0,28,3,2,634.0,64,1,0,0,15,7,6,60.0,1666.0,60.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-04 09:27:00,2012-03-04 15:14:00,290,Ballnut,ID4794,S,2,0,0,0,9,4,3,6,0.0,2,0,0,0,40,6,5,347.0,5528.0,5528.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-04 15:14:00,2012-03-04 15:59:00,290,Ballnut,ID4794,D,4,0,0,0,15,4,3,6,347.0,6,0,0,0,40,6,5,45.0,5528.0,5181.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-04 18:12:00,2012-03-04 20:08:00,290,Ballnut,ID4167,D,11,0,0,0,18,4,3,6,178.0,17,0,0,0,40,6,5,116.0,5528.0,5136.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-04 20:09:00,2012-03-05 06:43:00,290,Ballnut,ID4529,D,61,0,0,0,20,4,3,6,117.0,78,0,0,0,40,6,5,634.0,5528.0,5020.0
Case 127,Turning & Milling Q.C.,Quality Check 1,2012-03-05 06:56:00,2012-03-05 08:00:00,290,Ballnut,ID4618,D,0,0,0,0,6,5,3,0,647.0,78,0,0,0,40,6,5,64.0,5528.0,4386.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-05 08:04:00,2012-03-05 16:01:00,290,Ballnut,ID4794,D,50,0,0,0,8,5,3,0,68.0,128,0,0,0,40,6,5,477.0,5528.0,4322.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-05 20:12:00,2012-03-06 00:12:00,290,Ballnut,ID4529,D,35,0,0,0,20,5,3,0,728.0,163,0,0,0,40,6,5,240.0,5528.0,3845.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-05 20:14:00,2012-03-05 22:54:00,290,Ballnut,ID4529,S,0,0,0,0,20,5,3,0,2.0,163,0,0,0,40,6,5,160.0,5528.0,3605.0
Case 127,Lapping - Machine 1,Machine 1 - Lapping,2012-03-06 00:00:00,2012-03-06 01:15:00,290,Ballnut,ID4882,D,0,0,0,0,0,6,3,1,226.0,163,0,0,0,40,6,5,75.0,5528.0,3445.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-06 00:38:00,2012-03-06 06:25:00,290,Ballnut,ID0997,D,18,0,0,0,0,6,3,1,38.0,181,0,0,0,40,6,5,347.0,5528.0,3370.0
Case 127,Turning & Milling Q.C.,Quality Check 1,2012-03-06 07:01:00,2012-03-06 07:35:00,290,Ballnut,ID4618,D,0,0,0,0,7,6,3,1,383.0,181,0,0,0,40,6,5,34.0,5528.0,3023.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-06 07:07:00,2012-03-06 10:29:00,290,Ballnut,ID4794,B,0,0,0,0,7,6,3,1,6.0,181,0,0,0,40,6,5,202.0,5528.0,2989.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-06 10:29:00,2012-03-06 15:53:00,290,Ballnut,ID4794,D,19,0,0,0,10,6,3,1,202.0,200,0,0,0,40,6,5,324.0,5528.0,2787.0
Case 127,Turning & Milling Q.C.,Quality Check 1,2012-03-06 13:34:00,2012-03-06 14:49:00,290,Ballnut,ID4618,D,181,0,0,0,13,6,3,1,185.0,381,0,0,0,40,6,5,75.0,5528.0,2463.0
Case 127,Lapping - Machine 1,Machine 1 - Lapping,2012-03-06 13:35:00,2012-03-06 15:12:00,290,Ballnut,ID0998,D,100,0,0,0,13,6,3,1,1.0,481,0,0,0,40,6,5,97.0,5528.0,2388.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-06 21:32:00,2012-03-07 06:50:00,290,Ballnut,ID0997,D,54,0,0,0,21,6,3,1,477.0,535,0,0,0,40,6,5,558.0,5528.0,2291.0
Case 127,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-06 23:34:00,2012-03-07 01:43:00,290,Ballnut,ID4445,D,81,0,0,0,23,6,3,1,122.0,616,0,0,0,40,6,5,129.0,5528.0,1733.0
Case 127,Packing,Packing,2012-03-07 00:00:00,2012-03-07 01:00:00,290,Ballnut,ID4820,D,80,0,0,0,0,7,3,2,26.0,696,0,0,0,40,6,5,60.0,5528.0,1604.0
Case 127,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-07 06:59:00,2012-03-07 15:42:00,290,Ballnut,ID4794,D,36,0,0,0,6,7,3,2,419.0,732,0,0,0,40,6,5,523.0,5528.0,1544.0
Case 127,Turning & Milling Q.C.,Quality Check 1,2012-03-07 07:13:00,2012-03-07 07:31:00,290,Ballnut,ID4618,D,0,0,0,0,7,7,3,2,14.0,732,0,0,0,40,6,5,18.0,5528.0,1021.0
Case 127,Final Inspection Q.C.,Quality Check 1,2012-03-07 07:32:00,2012-03-07 08:47:00,290,Ballnut,ID4618,D,0,0,0,0,7,7,3,2,19.0,732,0,0,0,40,6,5,75.0,5528.0,1003.0
Case 127,Final Inspection Q.C.,Quality Check 1,2012-03-07 16:06:00,2012-03-07 17:21:00,290,Ballnut,ID4618,D,80,0,0,0,16,7,3,2,514.0,812,0,0,0,40,6,5,75.0,5528.0,928.0
Case 127,Turning & Milling Q.C.,Quality Check 1,2012-03-07 16:42:00,2012-03-07 16:43:00,290,Ballnut,ID4618,D,90,0,0,0,16,7,3,2,36.0,902,0,0,0,40,6,5,1.0,5528.0,853.0
Case 127,Lapping - Machine 1,Machine 1 - Lapping,2012-03-08 14:42:00,2012-03-08 15:55:00,290,Ballnut,ID0998,D,171,0,0,0,14,8,3,3,1320.0,1073,0,0,0,40,6,5,73.0,5528.0,852.0
Case 127,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-08 20:26:00,2012-03-08 22:09:00,290,Ballnut,ID4445,D,98,0,0,0,20,8,3,3,344.0,1171,0,0,0,40,6,5,103.0,5528.0,779.0
Case 127,Turning & Milling Q.C.,Quality Check 1,2012-03-12 07:35:00,2012-03-12 07:42:00,290,Ballnut,ID4618,D,0,0,0,0,7,12,3,0,4989.0,1171,0,0,0,40,6,5,7.0,5528.0,676.0
Case 127,Turning & Milling Q.C.,Quality Check 1,2012-03-12 08:09:00,2012-03-12 08:11:00,290,Ballnut,ID4618,D,19,0,0,0,8,12,3,0,34.0,1190,0,0,0,40,6,5,2.0,5528.0,669.0
Case 127,Final Inspection Q.C.,Quality Check 1,2012-03-12 09:33:00,2012-03-12 11:00:00,290,Ballnut,ID4618,D,0,0,0,0,9,12,3,0,84.0,1190,0,0,0,40,6,5,87.0,5528.0,667.0
Case 127,Final Inspection Q.C.,Quality Check 1,2012-03-12 11:34:00,2012-03-12 12:49:00,290,Ballnut,ID4618,D,0,2,0,0,11,12,3,0,121.0,1190,2,0,1,40,6,5,75.0,5528.0,580.0
Case 127,Final Inspection Q.C.,Quality Check 1,2012-03-12 12:17:00,2012-03-12 12:21:00,290,Ballnut,ID4618,D,124,0,0,0,12,12,3,0,43.0,1314,2,0,0,40,6,5,4.0,5528.0,505.0
Case 127,Lapping - Machine 1,Machine 1 - Lapping,2012-03-12 12:19:00,2012-03-12 12:20:00,290,Ballnut,ID0998,D,0,0,0,0,12,12,3,0,2.0,1314,2,0,0,40,6,5,1.0,5528.0,501.0
Case 127,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-12 12:20:00,2012-03-12 12:21:00,290,Ballnut,ID0998,D,32,0,0,0,12,12,3,0,1.0,1346,2,0,0,40,6,5,1.0,5528.0,500.0
Case 127,Packing,Packing,2012-03-13 00:00:00,2012-03-13 01:00:00,290,Ballnut,ID4820,D,124,0,0,0,0,13,3,1,700.0,1470,2,0,0,40,6,5,60.0,5528.0,499.0
Case 127,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-13 14:44:00,2012-03-13 15:15:00,290,Ballnut,ID4355,D,79,0,0,0,14,13,3,1,884.0,1549,2,0,0,40,6,5,31.0,5528.0,439.0
Case 127,Lapping - Machine 1,Machine 1 - Lapping,2012-03-15 00:00:00,2012-03-15 01:15:00,290,Ballnut,ID4882,D,0,0,0,0,0,15,3,3,1996.0,1549,2,0,0,40,6,5,75.0,5528.0,408.0
Case 127,Lapping - Machine 1,Machine 1 - Lapping,2012-03-15 13:27:00,2012-03-15 13:59:00,290,Ballnut,ID4882,D,19,0,0,0,13,15,3,3,807.0,1568,2,0,0,40,6,5,32.0,5528.0,333.0
Case 127,Final Inspection Q.C.,Quality Check 1,2012-03-19 14:06:00,2012-03-19 15:54:00,290,Ballnut,ID4618,D,0,0,0,0,14,19,3,0,5799.0,1568,2,0,0,40,6,5,108.0,5528.0,301.0
Case 127,Final Inspection Q.C.,Quality Check 1,2012-03-19 16:00:00,2012-03-19 17:58:00,290,Ballnut,ID4618,D,0,0,0,0,16,19,3,0,114.0,1568,2,0,0,40,6,5,118.0,5528.0,193.0
Case 127,Packing,Packing,2012-03-20 00:00:00,2012-03-20 01:00:00,290,Ballnut,ID4820,D,84,0,0,0,0,20,3,1,480.0,1652,2,0,0,40,6,5,60.0,5528.0,75.0
Case 127,Final Inspection Q.C.,Quality Check 1,2012-03-20 07:03:00,2012-03-20 07:18:00,290,Ballnut,ID4618,D,84,0,0,0,7,20,3,1,423.0,1736,2,0,0,40,6,5,15.0,5528.0,15.0
Case 129,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-03-06 10:18:00,2012-03-06 18:21:00,3,Locker,ID4219,S,0,0,0,0,10,6,3,1,0.0,0,0,0,0,10,6,5,483.0,1291.0,1291.0
Case 129,Turning & Milling Q.C.,Quality Check 1,2012-03-06 15:50:00,2012-03-06 17:50:00,3,Locker,ID4287,S,0,0,0,0,15,6,3,1,332.0,0,0,0,0,10,6,5,120.0,1291.0,808.0
Case 129,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-03-07 14:42:00,2012-03-07 18:59:00,3,Locker,ID4219,S,1,0,0,0,14,7,3,2,1372.0,1,0,0,0,10,6,5,257.0,1291.0,688.0
Case 129,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-03-07 20:19:00,2012-03-07 22:06:00,3,Locker,ID0997,D,2,0,0,0,20,7,3,2,337.0,3,0,0,0,10,6,5,107.0,1291.0,431.0
Case 129,Turning & Milling Q.C.,Quality Check 1,2012-03-08 07:00:00,2012-03-08 08:40:00,3,Locker,ID4287,D,3,0,0,0,7,8,3,3,641.0,6,0,0,0,10,6,5,100.0,1291.0,324.0
Case 129,Lapping - Machine 1,Machine 1 - Lapping,2012-03-09 10:44:00,2012-03-09 11:59:00,3,Locker,ID0998,D,3,0,0,0,10,9,3,4,1664.0,9,0,0,0,10,6,5,75.0,1291.0,224.0
Case 129,Lapping - Machine 1,Quality Check 1,2012-03-09 12:00:00,2012-03-09 12:15:00,3,Locker,ID4287,D,3,0,0,0,12,9,3,4,76.0,12,0,0,0,10,6,5,15.0,1291.0,149.0
Case 129,Packing,Packing,2012-03-19 00:00:00,2012-03-19 01:00:00,3,Locker,ID4820,D,3,0,0,0,0,19,3,0,13680.0,15,0,0,0,10,6,5,60.0,1291.0,134.0
Case 129,Final Inspection Q.C.,Quality Check 1,2012-03-19 16:00:00,2012-03-19 16:30:00,3,Locker,ID4287,D,0,0,0,0,16,19,3,0,960.0,15,0,0,0,10,6,5,30.0,1291.0,74.0
Case 129,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-20 08:27:00,2012-03-20 09:11:00,3,Locker,ID0998,D,3,0,0,0,8,20,3,1,987.0,18,0,0,0,10,6,5,44.0,1291.0,44.0
Case 13,Turning - Machine 9,Machine 9 - Turning & Milling,2012-01-17 13:47:00,2012-01-17 15:17:00,20,Spur Gear,ID3846,S,0,0,0,0,13,17,1,1,0.0,0,0,0,0,7,5,4,90.0,523.0,523.0
Case 13,Turning - Machine 9,Machine 9 - Turning & Milling,2012-01-17 15:31:00,2012-01-17 15:56:00,20,Spur Gear,ID3846,D,2,0,0,0,15,17,1,1,104.0,2,0,0,0,7,5,4,25.0,523.0,433.0
Case 13,Turning - Machine 9,Machine 9 - Turning & Milling,2012-01-17 16:23:00,2012-01-17 19:23:00,20,Spur Gear,ID4132,D,18,0,0,0,16,17,1,1,52.0,20,0,0,0,7,5,4,180.0,523.0,408.0
Case 13,Packing,Packing,2012-01-18 00:00:00,2012-01-18 01:00:00,20,Spur Gear,ID4820,D,20,0,0,0,0,18,1,2,457.0,40,0,0,0,7,5,4,60.0,523.0,228.0
Case 13,Turning Q.C.,Quality Check 1,2012-01-18 06:50:00,2012-01-18 07:43:00,20,Spur Gear,ID4618,D,20,0,0,0,6,18,1,2,410.0,60,0,0,0,7,5,4,53.0,523.0,168.0
Case 13,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-01-18 07:45:00,2012-01-18 08:25:00,20,Spur Gear,ID4872,D,20,0,0,0,7,18,1,2,55.0,80,0,0,0,7,5,4,40.0,523.0,115.0
Case 13,Final Inspection Q.C.,Quality Check 1,2012-01-18 10:27:00,2012-01-18 11:42:00,20,Spur Gear,ID4618,D,20,0,0,0,10,18,1,2,162.0,100,0,0,0,7,5,4,75.0,523.0,75.0
Case 130,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-07 23:45:00,2012-03-08 01:08:00,126,Ballnut,ID4529,D,6,0,0,0,23,7,3,2,0.0,6,0,0,0,1,1,1,83.0,83.0,83.0
Case 133,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-28 00:00:00,2012-03-28 01:15:00,72,Spring,ID4429,S,0,0,0,0,0,28,3,2,0.0,0,0,0,0,4,1,1,75.0,1268.0,1268.0
Case 133,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-28 20:04:00,2012-03-29 04:43:00,72,Spring,ID4932,S,1,0,0,0,20,28,3,2,1204.0,1,0,0,0,4,1,1,519.0,1268.0,1193.0
Case 133,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-29 04:44:00,2012-03-29 06:40:00,72,Spring,ID4932,D,14,0,0,0,4,29,3,3,520.0,15,0,0,0,4,1,1,116.0,1268.0,674.0
Case 133,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-29 06:45:00,2012-03-29 16:03:00,72,Spring,ID4167,D,57,0,0,0,6,29,3,3,121.0,72,0,0,0,4,1,1,558.0,1268.0,558.0
Case 134,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-29 17:49:00,2012-03-29 19:49:00,72,Spring,ID4932,S,0,0,0,0,17,29,3,3,0.0,0,0,0,0,4,1,1,120.0,1072.0,1072.0
Case 134,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-29 19:50:00,2012-03-30 00:00:00,72,Spring,ID4932,S,1,0,0,0,19,29,3,3,121.0,1,0,0,0,4,1,1,250.0,1072.0,952.0
Case 134,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-30 05:45:00,2012-03-30 11:25:00,72,Spring,ID4167,D,32,0,0,0,5,30,3,4,595.0,33,0,0,0,4,1,1,340.0,1072.0,702.0
Case 134,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-03-30 23:43:00,2012-03-31 05:45:00,72,Spring,ID4932,D,38,0,0,0,23,30,3,4,1078.0,71,0,0,0,4,1,1,362.0,1072.0,362.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-21 22:00:00,2012-03-22 06:30:00,500,Housing,ID4529,S,1,0,0,0,22,21,3,2,0.0,1,0,0,0,36,2,2,510.0,9816.0,9816.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-22 07:01:00,2012-03-22 12:17:00,500,Housing,ID4429,S,0,0,0,0,7,22,3,3,541.0,1,0,0,0,36,2,2,316.0,9816.0,9306.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-22 09:25:00,2012-03-22 09:59:00,500,Housing,ID4718,S,0,0,0,0,9,22,3,3,144.0,1,0,0,0,36,2,2,34.0,9816.0,8990.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-22 20:13:00,2012-03-23 01:23:00,500,Housing,ID4529,S,0,0,0,0,20,22,3,3,648.0,1,0,0,0,36,2,2,310.0,9816.0,8956.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-23 02:56:00,2012-03-23 02:57:00,500,Housing,ID4529,S,0,0,0,0,2,23,3,4,403.0,1,0,0,0,36,2,2,1.0,9816.0,8646.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-23 02:57:00,2012-03-23 06:31:00,500,Housing,ID4529,D,14,0,0,0,2,23,3,4,1.0,15,0,0,0,36,2,2,214.0,9816.0,8645.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-23 07:00:00,2012-03-23 12:29:00,500,Housing,ID4429,D,14,0,0,0,7,23,3,4,243.0,29,0,0,0,36,2,2,329.0,9816.0,8431.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-24 13:32:00,2012-03-24 15:49:00,500,Housing,ID4932,D,47,0,0,0,13,24,3,5,1832.0,76,0,0,0,36,2,2,137.0,9816.0,8102.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-24 16:00:00,2012-03-24 22:49:00,500,Housing,ID4794,D,21,0,0,0,16,24,3,5,148.0,97,0,0,0,36,2,2,409.0,9816.0,7965.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-24 22:50:00,2012-03-25 06:45:00,500,Housing,ID4794,D,20,0,0,0,22,24,3,5,410.0,117,0,0,0,36,2,2,475.0,9816.0,7556.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-25 07:08:00,2012-03-25 10:39:00,500,Housing,ID4529,D,13,0,0,0,7,25,3,6,498.0,130,0,0,0,36,2,2,211.0,9816.0,7081.0
Case 135,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-03-25 12:09:00,2012-03-25 12:27:00,500,Housing,ID4529,D,0,0,0,0,12,25,3,6,301.0,130,0,0,0,36,2,2,18.0,9816.0,6870.0
