Case ID,Activity,Similar Case Count,Avg Qty Completed by Similar,Avg Qty Rejected by Similar,Avg Duration of Concurrent Cases,Active Resources Count,Total Qty Completed by Similar,Completion Time (minutes)
Case 188,Lapping - Machine 1,0,,,,0,0,30.0
Case 188,Lapping - Machine 1,0,,,,0,0,160.0
Case 188,Lapping - Machine 1,0,,,,0,0,60.0
Case 188,Turning & Milling Q.C.,0,,,,0,0,4.0
Case 188,Wire Cut - Machine 13,0,,,,0,0,360.0
Case 188,Round Grinding - Machine 3,0,,,,0,0,130.0
Case 188,Round Grinding - Machine 3,0,,,,0,0,205.0
Case 188,Round Grinding - Machine 3,0,,,,0,0,623.0
Case 188,Round Grinding - Machine 3,0,,,,0,0,175.0
Case 188,Final Inspection Q.C.,0,,,,0,0,4.0
Case 188,Round Grinding - Machine 3,0,,,,0,0,175.0
Case 188,Laser Marking - Machine 7,0,,,,0,0,2.0
Case 188,Lapping - Machine 1,0,,,,0,0,1.0
Case 188,Round Grinding - Machine 3,0,,,,0,0,23.0
Case 188,Round Grinding - Machine 3,0,,,,0,0,297.0
Case 188,Final Inspection Q.C.,0,,,,0,0,138.0
Case 188,Round Grinding - Machine 3,0,,,,0,0,488.0
Case 188,Round Grinding - Machine 3,0,,,,0,0,75.0
Case 188,Final Inspection Q.C.,0,,,,0,0,244.0
Case 188,Final Inspection Q.C.,0,,,,0,0,3.0
Case 188,Turning & Milling Q.C.,0,,,,0,0,3.0
Case 188,Turning & Milling Q.C.,0,,,,0,0,27.0
Case 188,Turning & Milling Q.C.,0,,,,0,0,26.0
Case 188,Final Inspection Q.C.,0,,,,0,0,5.0
Case 188,Packing,3,42.2,0.0,60.0,1,211,60.0
Case 188,Final Inspection Q.C.,0,,,,0,0,647.0
Case 188,Packing,3,25.25,0.0,60.0,1,101,60.0
Case 188,Final Inspection Q.C.,1,50.0,0.0,75.0,1,50,75.0
Case 189,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 189,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 189,Turning & Milling Q.C.,0,,,,0,0,130.0
Case 189,Final Inspection Q.C.,0,,,,0,0,360.0
Case 189,Final Inspection Q.C.,0,,,,0,0,170.0
Case 189,Packing,3,4.5,0.0,60.0,1,18,60.0
Case 19,Turning & Milling - Machine 5,0,,,,0,0,311.0
Case 19,Turning & Milling Q.C.,0,,,,0,0,65.0
Case 19,Turning & Milling - Machine 4,0,,,,0,0,650.0
Case 19,Turning & Milling Q.C.,0,,,,0,0,80.0
Case 19,Laser Marking - Machine 7,0,,,,0,0,52.0
Case 19,Lapping - Machine 1,0,,,,0,0,75.0
Case 19,Lapping - Machine 1,0,,,,0,0,38.0
Case 19,Round Grinding - Machine 3,0,,,,0,0,90.0
Case 19,Round Grinding - Machine 3,0,,,,0,0,228.0
Case 19,Round Grinding - Machine 3,0,,,,0,0,455.0
Case 19,Round  Q.C.,0,,,,0,0,75.0
Case 19,Packing,7,49.111111111111114,0.0,60.0,1,442,60.0
Case 19,Packing,7,49.111111111111114,0.0,60.0,1,442,60.0
Case 19,Round  Q.C.,0,,,,0,0,60.0
Case 19,Final Inspection Q.C.,0,,,,0,0,75.0
Case 190,Packing,0,,,,0,0,60.0
Case 190,Final Inspection Q.C.,0,,,,0,0,75.0
Case 190,Turning & Milling Q.C.,0,,,,0,0,143.0
Case 190,Final Inspection Q.C.,0,,,,0,0,75.0
Case 190,Turning & Milling Q.C.,0,,,,0,0,112.0
Case 192,Rework Milling - Machine 28,0,,,,0,0,120.0
Case 192,Turning & Milling Q.C.,0,,,,0,0,61.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,383.0
Case 192,Turning & Milling Q.C.,0,,,,0,0,95.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,84.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,423.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,3.0
Case 192,Turning & Milling Q.C.,1,0.0,0.0,100.0,1,0,100.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,181.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,340.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,631.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,359.0
Case 192,Turning & Milling Q.C.,1,0.0,1.0,1.0,1,0,63.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,507.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,15.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,419.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,437.0
Case 192,Turning & Milling Q.C.,0,,,,0,0,21.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,413.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,438.0
Case 192,Turning & Milling Q.C.,0,,,,0,0,139.0
Case 192,Turning & Milling Q.C.,0,,,,0,0,22.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,81.0
Case 192,Turning & Milling Q.C.,0,,,,0,0,62.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,99.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,322.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,420.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,389.0
Case 192,Turning & Milling Q.C.,0,,,,0,0,171.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,75.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,228.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,117.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,641.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,495.0
Case 192,Turning & Milling Q.C.,0,,,,0,0,62.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,433.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,431.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,115.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,160.0
Case 192,Turning & Milling Q.C.,0,,,,0,0,140.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,75.0
Case 192,Milling - Machine 14,0,,,,0,0,354.0
Case 192,Milling - Machine 14,0,,,,0,0,360.0
Case 192,Final Inspection Q.C.,0,,,,0,0,60.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,661.0
Case 192,Milling - Machine 14,0,,,,0,0,132.0
Case 192,Milling - Machine 14,0,,,,0,0,94.0
Case 192,Milling - Machine 14,0,,,,0,0,502.0
Case 192,Milling - Machine 14,0,,,,0,0,210.0
Case 192,Milling - Machine 14,0,,,,0,0,150.0
Case 192,Turning & Milling - Machine 9,0,,,,0,0,75.0
Case 192,Milling - Machine 14,0,,,,0,0,154.0
Case 192,Milling - Machine 14,0,,,,0,0,68.0
Case 192,Milling - Machine 14,0,,,,0,0,604.0
Case 192,Milling - Machine 14,0,,,,0,0,85.0
Case 192,Milling - Machine 14,0,,,,0,0,350.0
Case 192,Milling - Machine 14,0,,,,0,0,625.0
Case 192,Milling - Machine 14,0,,,,0,0,195.0
Case 192,Milling - Machine 14,0,,,,0,0,60.0
Case 192,Milling - Machine 14,0,,,,0,0,90.0
Case 192,Milling - Machine 14,0,,,,0,0,624.0
Case 192,Packing,1,1.0,0.0,60.0,1,1,60.0
Case 192,Final Inspection Q.C.,0,,,,0,0,214.0
Case 194,Turning & Milling - Machine 10,0,,,,0,0,40.0
Case 194,Turning & Milling - Machine 10,1,11.0,0.0,627.0,1,11,552.0
Case 194,Turning & Milling Q.C.,0,,,,0,0,92.0
Case 194,Turning & Milling - Machine 10,0,,,,0,0,637.0
Case 194,Turning & Milling Q.C.,0,,,,0,0,189.0
Case 194,Turning & Milling - Machine 10,0,,,,0,0,579.0
Case 194,Turning & Milling - Machine 10,0,,,,0,0,356.0
Case 194,Turning & Milling Q.C.,0,,,,0,0,90.0
Case 194,Turning & Milling - Machine 10,0,,,,0,0,1212.0
Case 194,Stress Relief,0,,,,0,0,240.0
Case 194,Turning & Milling - Machine 10,0,,,,0,0,202.0
Case 194,Turning & Milling Q.C.,0,,,,0,0,538.0
Case 194,Turning - Machine 9,0,,,,0,0,427.0
Case 194,Turning - Machine 9,0,,,,0,0,86.0
Case 194,Turning - Machine 9,0,,,,0,0,535.0
Case 194,Turning & Milling Q.C.,0,,,,0,0,30.0
Case 194,Turning - Machine 9,0,,,,0,0,86.0
Case 194,Turning - Machine 9,0,,,,0,0,1.0
Case 194,Turning Q.C.,0,,,,0,0,100.0
Case 194,Laser Marking - Machine 7,0,,,,0,0,26.0
Case 194,Lapping - Machine 1,0,,,,0,0,75.0
Case 194,Lapping - Machine 1,0,,,,0,0,189.0
Case 194,Final Inspection Q.C.,0,,,,0,0,230.0
Case 194,Final Inspection Q.C.,0,,,,0,0,262.0
Case 194,Final Inspection Q.C.,0,,,,0,0,421.0
Case 194,Final Inspection Q.C.,0,,,,0,0,181.0
Case 194,Grinding Rework - Machine 27,0,,,,0,0,114.0
Case 194,Final Inspection Q.C.,0,,,,0,0,60.0
Case 194,Final Inspection Q.C.,0,,,,0,0,300.0
Case 194,Packing,3,58.25,0.0,60.0,1,233,60.0
Case 194,Packing,3,58.25,0.0,60.0,1,233,60.0
Case 194,Packing,3,72.33333333333333,0.0,60.0,1,217,60.0
Case 194,Packing,3,72.33333333333333,0.0,60.0,1,217,60.0
Case 195,Turning & Milling Q.C.,0,,,,0,0,185.0
Case 195,Flat Grinding - Machine 11,0,,,,0,0,75.0
Case 195,Lapping - Machine 1,0,,,,0,0,97.0
Case 195,Lapping - Machine 1,0,,,,0,0,235.0
Case 195,Flat Grinding - Machine 11,0,,,,0,0,265.0
Case 195,Flat Grinding - Machine 11,0,,,,0,0,43.0
Case 195,Round Grinding - Machine 2,0,,,,0,0,79.0
Case 195,Round Grinding - Machine 2,0,,,,0,0,147.0
Case 195,Round Grinding - Machine 2,0,,,,0,0,171.0
Case 195,Round Grinding - Machine 2,0,,,,0,0,529.0
Case 195,Round Grinding - Machine 2,0,,,,0,0,473.0
Case 195,Round Grinding - Q.C.,0,,,,0,0,88.0
Case 195,Packing,2,70.0,0.0,60.0,1,140,60.0
Case 195,Final Inspection Q.C.,1,24.0,0.0,60.0,1,24,45.0
Case 196,Turning & Milling Q.C.,0,,,,0,0,159.0
Case 196,Grinding Rework - Machine 27,0,,,,0,0,117.0
Case 196,Final Inspection Q.C.,0,,,,0,0,46.0
Case 196,Packing,9,67.3,0.0,60.0,1,673,60.0
Case 198,Turning & Milling - Machine 5,0,,,,0,0,235.0
Case 198,Turning & Milling - Machine 5,0,,,,0,0,180.0
Case 198,Turning & Milling - Machine 5,0,,,,0,0,330.0
Case 198,Turning & Milling Q.C.,1,5.0,0.0,81.0,1,5,68.0
Case 198,Turning & Milling - Machine 5,0,,,,0,0,1.0
Case 198,Turning & Milling - Machine 5,0,,,,0,0,112.0
Case 198,Turning & Milling - Machine 5,0,,,,0,0,59.0
Case 198,Turning & Milling - Machine 5,0,,,,0,0,328.0
Case 198,Turning & Milling - Machine 5,0,,,,0,0,349.0
Case 198,Turning & Milling Q.C.,1,12.0,0.0,100.0,1,12,44.0
Case 198,Laser Marking - Machine 7,0,,,,0,0,60.0
Case 198,Turning Rework - Machine 21,0,,,,0,0,90.0
Case 198,Turning & Milling Q.C.,0,,,,0,0,61.0
Case 198,Lapping - Machine 1,0,,,,0,0,240.0
Case 198,Lapping - Machine 1,0,,,,0,0,85.0
Case 198,Lapping - Machine 1,2,0.0,0.0,75.0,1,0,75.0
Case 198,Lapping - Machine 1,0,,,,0,0,65.0
Case 198,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 198,Lapping - Machine 1,0,,,,0,0,0.0
Case 198,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,178.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,126.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,198.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,398.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,273.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,504.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,8.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,479.0
Case 198,Round Grinding - Machine 2,0,,,,0,0,262.0
Case 198,Final Inspection Q.C.,0,,,,0,0,162.0
Case 198,Packing,4,8.4,0.0,60.0,1,42,60.0
Case 198,Packing,4,46.75,0.0,60.0,1,187,60.0
Case 198,Final Inspection Q.C.,0,,,,0,0,122.0
Case 198,Grinding Rework - Machine 27,0,,,,0,0,156.0
Case 198,Packing,6,112.83333333333333,0.0,60.0,1,677,60.0
Case 198,Final Inspection Q.C.,0,,,,0,0,75.0
Case 198,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 199,Lapping - Machine 1,0,,,,0,0,75.0
Case 199,Lapping - Machine 1,0,,,,0,0,431.0
Case 199,Lapping - Machine 1,0,,,,0,0,25.0
Case 199,Lapping - Machine 1,0,,,,0,0,160.0
Case 199,Lapping - Machine 1,0,,,,0,0,21.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,8.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,171.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,198.0
Case 199,Lapping - Machine 1,0,,,,0,0,75.0
Case 199,Lapping - Machine 1,0,,,,0,0,166.0
Case 199,Turning & Milling Q.C.,1,0.0,0.0,60.0,1,0,60.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,69.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,520.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,951.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,897.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,205.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,596.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,1380.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,352.0
Case 199,Lapping - Machine 1,0,,,,0,0,114.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,540.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,387.0
Case 199,Round Grinding - Machine 2,0,,,,0,0,198.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,122.0
Case 199,Final Inspection Q.C.,1,0.0,0.0,230.0,1,0,230.0
Case 199,Final Inspection Q.C.,1,0.0,0.0,90.0,1,0,66.0
Case 199,Turning & Milling Q.C.,0,,,,0,0,87.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,612.0
Case 199,Turning & Milling - Machine 10,1,0.0,0.0,552.0,1,0,627.0
Case 199,Laser Marking - Machine 7,0,,,,0,0,42.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,429.0
Case 199,Final Inspection Q.C.,0,,,,0,0,35.0
Case 199,Final Inspection Q.C.,0,,,,0,0,167.0
Case 199,Final Inspection Q.C.,1,79.0,0.0,75.0,1,79,53.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,223.0
Case 199,Final Inspection Q.C.,0,,,,0,0,100.0
Case 199,Final Inspection Q.C.,0,,,,0,0,230.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,407.0
Case 199,Final Inspection Q.C.,0,,,,0,0,40.0
Case 199,Final Inspection Q.C.,0,,,,0,0,30.0
Case 199,Turning & Milling - Machine 10,0,,,,0,0,99.0
Case 199,Turning & Milling Q.C.,0,,,,0,0,134.0
Case 199,Turning & Milling Q.C.,0,,,,0,0,20.0
Case 199,Turning & Milling Q.C.,0,,,,0,0,6.0
Case 199,Turning & Milling Q.C.,0,,,,0,0,10.0
Case 199,Laser Marking - Machine 7,0,,,,0,0,80.0
Case 199,Grinding Rework - Machine 27,0,,,,0,0,33.0
Case 199,Final Inspection Q.C.,1,0.0,0.0,250.0,1,0,100.0
Case 199,Final Inspection Q.C.,0,,,,0,0,170.0
Case 199,Packing,0,,,,0,0,60.0
Case 199,Lapping - Machine 1,0,,,,0,0,23.0
Case 199,Round Grinding - Machine 3,1,2.0,0.0,30.0,1,2,121.0
Case 199,Lapping - Machine 1,0,,,,0,0,75.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,220.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,60.0
Case 199,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 199,Lapping - Machine 1,0,,,,0,0,359.0
Case 199,Lapping - Machine 1,0,,,,0,0,145.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,194.0
Case 199,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 199,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,307.0
Case 199,Lapping - Machine 1,0,,,,0,0,207.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,78.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,145.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,146.0
Case 199,Lapping - Machine 1,0,,,,0,0,1.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,9.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,482.0
Case 199,Final Inspection Q.C.,0,,,,0,0,100.0
Case 199,Lapping - Machine 1,0,,,,0,0,63.0
Case 199,Final Inspection Q.C.,1,4.0,0.0,30.0,1,4,60.0
Case 199,Final Inspection Q.C.,0,,,,0,0,110.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,52.0
Case 199,Final Inspection Q.C.,0,,,,0,0,113.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,584.0
Case 199,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 199,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 199,Lapping - Machine 1,1,45.0,0.0,75.0,1,45,73.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,514.0
Case 199,Final Inspection Q.C.,0,,,,0,0,70.0
Case 199,Final Inspection Q.C.,0,,,,0,0,230.0
Case 199,Round Grinding - Machine 3,0,,,,0,0,212.0
Case 199,Final Inspection Q.C.,0,,,,0,0,60.0
Case 199,Packing,2,33.0,0.0,60.0,1,66,60.0
Case 199,Grinding Rework - Machine 27,0,,,,0,0,140.0
Case 199,Final Inspection Q.C.,0,,,,0,0,197.0
Case 199,Grinding Rework - Machine 27,0,,,,0,0,66.0
Case 199,Grinding Rework - Machine 27,0,,,,0,0,91.0
Case 199,Final Inspection Q.C.,1,89.0,0.0,60.0,1,89,241.0
Case 199,Final Inspection Q.C.,0,,,,0,0,301.0
Case 199,Packing,6,109.33333333333333,0.0,60.0,1,656,60.0
Case 199,Final Inspection Q.C.,0,,,,0,0,75.0
Case 199,Final Inspection Q.C.,0,,,,0,0,100.0
Case 199,Grinding Rework - Machine 27,0,,,,0,0,102.0
Case 199,Packing,8,22.88888888888889,0.0,60.0,1,206,60.0
Case 199,Packing,1,12.0,0.0,60.0,1,12,60.0
Case 199,Packing,1,12.0,0.0,60.0,1,12,60.0
Case 199,Grinding Rework - Machine 27,0,,,,0,0,201.0
Case 199,Packing,7,80.88888888888889,0.0,60.0,1,728,60.0
Case 199,Final Inspection Q.C.,0,,,,0,0,180.0
Case 199,Final Inspection Q.C.,0,,,,0,0,75.0
Case 199,Packing,11,58.09090909090909,0.0,60.0,1,639,60.0
Case 199,Final Inspection Q.C.,1,16.0,0.0,97.0,1,16,73.0
Case 199,Final Inspection Q.C.,0,,,,0,0,22.0
Case 199,Final Inspection Q.C.,0,,,,0,0,10.0
Case 199,Final Inspection Q.C.,0,,,,0,0,10.0
Case 199,Final Inspection Q.C.,0,,,,0,0,20.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,350.0
Case 20,Turning & Milling Q.C.,0,,,,0,0,121.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,89.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,70.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,249.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,122.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,537.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,47.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,635.0
Case 20,Turning & Milling Q.C.,0,,,,0,0,27.0
Case 20,Turning & Milling - Machine 4,0,,,,0,0,180.0
Case 20,Laser Marking - Machine 7,0,,,,0,0,61.0
Case 20,Round Grinding - Machine 3,0,,,,0,0,30.0
Case 20,Round Grinding - Machine 3,0,,,,0,0,75.0
Case 20,Round Grinding - Machine 3,0,,,,0,0,150.0
Case 20,Round Grinding - Machine 3,0,,,,0,0,455.0
Case 20,Round Grinding - Machine 3,0,,,,0,0,438.0
Case 20,Round Grinding - Machine 3,0,,,,0,0,188.0
Case 20,Round Grinding - Machine 3,0,,,,0,0,21.0
Case 20,Turning & Milling Q.C.,0,,,,0,0,17.0
Case 20,Round Grinding - Machine 2,0,,,,0,0,75.0
Case 20,Round Grinding - Machine 2,0,,,,0,0,203.0
Case 20,Round Grinding - Machine 2,0,,,,0,0,360.0
Case 20,Final Inspection Q.C.,0,,,,0,0,471.0
Case 20,Packing,3,60.0,0.0,60.0,1,180,60.0
Case 200,Milling - Machine 10,0,,,,0,0,75.0
Case 200,Grinding Rework - Machine 27,0,,,,0,0,74.0
Case 200,Final Inspection Q.C.,0,,,,0,0,28.0
Case 200,Final Inspection Q.C.,0,,,,0,0,75.0
Case 200,Packing,5,20.666666666666668,0.0,60.0,1,124,60.0
Case 200,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 200,Round Grinding - Machine 3,0,,,,0,0,75.0
Case 201,Round Grinding - Q.C.,1,26.0,1.0,75.0,1,26,75.0
Case 201,Turning & Milling Q.C.,2,68.0,2.0,75.0,1,136,75.0
Case 201,Turning - Machine 8,0,,,,0,0,1.0
Case 201,Turning - Machine 8,0,,,,0,0,220.0
Case 201,Turning - Machine 8,0,,,,0,0,224.0
Case 201,Turning - Machine 8,0,,,,0,0,3.0
Case 201,Turning - Machine 8,0,,,,0,0,69.0
Case 201,Turning - Machine 8,0,,,,0,0,279.0
Case 201,Turning - Machine 8,0,,,,0,0,28.0
Case 201,Turning - Machine 8,0,,,,0,0,71.0
Case 201,Turning Q.C.,0,,,,0,0,61.0
Case 201,Turning & Milling Q.C.,1,0.0,1.0,20.0,1,0,130.0
Case 201,Turning & Milling - Machine 8,0,,,,0,0,489.0
Case 201,Turning & Milling - Machine 8,0,,,,0,0,111.0
Case 201,Turning & Milling - Machine 8,0,,,,0,0,174.0
Case 201,Milling - Machine 16,0,,,,0,0,660.0
Case 201,Turning & Milling Q.C.,0,,,,0,0,301.0
Case 201,Packing,1,8.0,0.0,60.0,1,8,60.0
Case 201,Milling - Machine 16,0,,,,0,0,506.0
Case 201,Milling - Machine 16,0,,,,0,0,247.0
Case 201,Round Grinding - Machine 2,0,,,,0,0,75.0
Case 201,Round Grinding - Manual,0,,,,0,0,75.0
Case 201,Round Grinding - Q.C.,0,,,,0,0,75.0
Case 201,Turning & Milling Q.C.,0,,,,0,0,61.0
Case 201,Round Grinding - Manual,0,,,,0,0,140.0
Case 201,Round Grinding - Manual,0,,,,0,0,125.0
Case 201,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 201,Turning & Milling Q.C.,0,,,,0,0,328.0
Case 201,Turning & Milling Q.C.,0,,,,0,0,120.0
Case 201,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 203,Turning & Milling Q.C.,2,69.0,0.0,182.0,1,138,103.0
Case 203,Laser Marking - Machine 7,0,,,,0,0,50.0
Case 203,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 203,Flat Grinding - Machine 11,0,,,,0,0,26.0
Case 203,Lapping - Machine 1,0,,,,0,0,29.0
Case 203,Packing,1,32.0,0.0,60.0,1,32,60.0
Case 203,Final Inspection Q.C.,0,,,,0,0,13.0
Case 205,Round Grinding - Manual,0,,,,0,0,100.0
Case 205,Round Grinding - Manual,0,,,,0,0,50.0
Case 205,Final Inspection Q.C.,0,,,,0,0,47.0
Case 205,Packing,3,10.333333333333334,0.0,60.0,1,31,60.0
Case 206,Turning & Milling Q.C.,0,,,,0,0,5.0
Case 206,Laser Marking - Machine 7,0,,,,0,0,11.0
Case 206,Lapping - Machine 1,0,,,,0,0,49.0
Case 206,Round Grinding - Manual,0,,,,0,0,94.0
Case 206,Round Grinding - Manual,0,,,,0,0,436.0
Case 206,Final Inspection Q.C.,0,,,,0,0,296.0
Case 206,Final Inspection Q.C.,0,,,,0,0,75.0
Case 206,Packing,2,11.333333333333334,0.0,60.0,1,34,60.0
Case 206,Round Grinding - Machine 12,0,,,,0,0,60.0
Case 206,Round Grinding - Machine 12,0,,,,0,0,105.0
Case 206,Round Grinding - Machine 12,0,,,,0,0,100.0
Case 206,Final Inspection Q.C.,0,,,,0,0,119.0
Case 206,Final Inspection Q.C.,0,,,,0,0,75.0
Case 206,Packing,2,130.0,0.0,60.0,1,260,60.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,75.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,390.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,75.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,120.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,210.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,539.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,300.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,75.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,75.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,113.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,369.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,458.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,450.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,661.0
Case 207,Turning & Milling - Machine 9,0,,,,0,0,75.0
Case 207,Turning & Milling - Machine 6,0,,,,0,0,395.0
Case 207,Turning & Milling Q.C.,1,0.0,0.0,350.0,1,0,60.0
Case 207,Turning & Milling Q.C.,0,,,,0,0,20.0
Case 207,Turning & Milling Q.C.,0,,,,0,0,10.0
Case 207,Turning & Milling Q.C.,0,,,,0,0,10.0
Case 207,Turning & Milling - Machine 9,0,,,,0,0,1.0
Case 207,Turning & Milling Q.C.,0,,,,0,0,13.0
Case 207,Lapping - Machine 1,0,,,,0,0,75.0
Case 207,Laser Marking - Machine 7,0,,,,0,0,64.0
Case 207,Lapping - Machine 1,0,,,,0,0,115.0
Case 207,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 207,Lapping - Machine 1,0,,,,0,0,75.0
Case 207,Round Grinding - Machine 2,0,,,,0,0,149.0
Case 207,Round Grinding - Machine 2,0,,,,0,0,56.0
Case 207,Round Grinding - Machine 2,0,,,,0,0,128.0
Case 207,Round Grinding - Machine 2,0,,,,0,0,174.0
Case 207,Round Grinding - Machine 2,0,,,,0,0,273.0
Case 207,Round Grinding - Machine 2,0,,,,0,0,89.0
Case 207,Final Inspection Q.C.,0,,,,0,0,30.0
Case 207,Final Inspection Q.C.,0,,,,0,0,60.0
Case 207,Final Inspection Q.C.,0,,,,0,0,110.0
Case 207,Final Inspection Q.C.,0,,,,0,0,171.0
Case 207,Final Inspection Q.C.,0,,,,0,0,150.0
Case 207,Final Inspection Q.C.,1,0.0,0.0,100.0,1,0,15.0
Case 207,Packing,5,36.8,0.0,60.0,1,184,60.0
Case 207,Packing,5,36.8,0.0,60.0,1,184,60.0
Case 208,Turning & Milling - Machine 10,0,,,,0,0,442.0
Case 208,Turning & Milling - Machine 10,0,,,,0,0,396.0
Case 208,Turning & Milling - Machine 10,0,,,,0,0,238.0
